deployment_project_reference,deployment_guid,latitude,longitude,time,recovery_datetime_utc,array_name,bottom_depth,depth,deployment_comments,datacenter_reference
CPELIZ,nepCPELIZCAP_ELIZ010-VR2-4182-206,47.37184,-124.43539,2004-07-04T01:59:00Z,2004-09-01T20:48:00Z,CPELIZ,32,32,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ010-VR2-4911-424,47.39477,-124.43944,2005-05-08T16:56:00Z,,CPELIZ,22,22,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
CPELIZ,nepCPELIZCAP_ELIZ011-VR2-4183-195,47.37405,-124.44209,2004-05-13T22:34:00Z,2004-06-28T03:00:00Z,CPELIZ,32,32,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ011-VR2-4183-207,47.36975,-124.44634,2004-07-04T02:28:00Z,2004-09-01T21:10:00Z,CPELIZ,39,39,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ011-VR2-4912-425,47.39356,-124.45089,2005-05-08T17:21:00Z,2005-07-01T01:00:00Z,CPELIZ,25.1,25.1,Recovery time estimated,nep
CPELIZ,nepCPELIZCAP_ELIZ012-VR2-4184-196,47.37234,-124.4532,2004-05-13T22:50:00Z,2004-06-28T03:00:00Z,CPELIZ,35,35,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ012-VR2-4184-208,47.36496,-124.45513,2004-07-04T03:00:00Z,2004-09-01T18:25:00Z,CPELIZ,43,43,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ012-VR2-4573-426,47.39233,-124.46197,2005-05-08T17:43:00Z,2005-06-30T23:30:00Z,CPELIZ,29.3,29.3,Recovery time estimated,nep
CULT,nepCULTSWELTZER001-VR2-4040-1113,49.07766,-121.97813,2007-08-10T22:45:00Z,2007-11-11T18:00:00Z,CULT,0.5,0.5,Null,nep
ENGR,nepENGRENGLISHMAN001-VR2-1832-209,49.33667,-124.29803,2004-05-10T03:15:00Z,2004-07-30T22:22:00Z,ENGR,32,32,Recovery position is ~271 m from deployment position.,nep
ENGR,nepENGRENGLISHMAN001-VR2-2061-651,49.32446,-124.29295,2006-05-03T02:22:00Z,2006-06-27T20:40:00Z,ENGR,1.8,1.8,Null,nep
ENGR,nepENGRENGLISHMAN001-VR2-2062-433,49.32446667,-124.2928167,2005-05-13T04:15:00Z,2006-02-12T03:30:00Z,ENGR,2,2,Null,nep
ENGR,nepENGRENGLISHMAN002-VR2-1509-434,49.32003333,-124.2861667,2005-05-13T03:30:00Z,2006-02-12T02:45:00Z,ENGR,0.5,0.5,Null,nep
ENGR,nepENGRENGLISHMAN002-VR2-1828-210,49.33464,-124.30659,2004-05-10T02:59:00Z,2004-07-30T22:16:00Z,ENGR,32,32,Null,nep
ENGR,nepENGRENGLISHMAN002-VR2-2056-652,49.32004,-124.28635,2006-05-03T03:20:00Z,2006-06-27T21:09:00Z,ENGR,0.4,0.4,Null,nep
ENGR,nepENGRENGLISHMAN003-VR2-6872-653,49.31011,-124.2836,2006-05-08T03:00:00Z,2006-08-10T22:24:00Z,ENGR,0,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2-1795-435,49.20158333,-122.596,2005-04-09T04:20:00Z,2005-12-13T04:00:00Z,FRASER,1.5,1.5,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2-2056-1082,49.20158,-122.59574,2007-03-30T18:54:00Z,2007-07-30T05:35:00Z,FRASER,1.3,1.3,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2-2056-1096,49.20142,-122.59595,2007-07-30T05:36:00Z,2007-10-11T19:46:00Z,FRASER,4.3,4.3,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2-4066-1497,49.20163333,-122.5957667,2009-12-14T02:01:00Z,2010-07-07T02:50:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2-4066-1666,49.20163,-122.596,2010-07-07T02:51:00Z,2011-03-27T22:00:00Z,FRASER,2.4,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2-4123-1281,49.20163333,-122.5957667,2008-10-17T19:22:00Z,2009-12-14T02:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2-4999-1114,49.20163333,-122.5957667,2007-10-11T19:49:00Z,2008-10-17T19:21:00Z,FRASER,3.2,3.2,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2W-105018-1932,49.20163,-122.596,2011-03-27T22:01:00Z,2011-07-11T01:23:00Z,FRASER,3,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2W-107600-2012,49.20155,-122.59584,2012-04-18T03:22:00Z,2012-11-07T00:00:00Z,FRASER,3.6,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2W-107954-5559,49.20163,-122.596,2011-07-11T01:24:00Z,2011-08-15T23:00:00Z,FRASER,7.9,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2W180-300003-1933,49.20163,-122.596,2011-03-27T22:01:00Z,2011-07-11T01:23:00Z,FRASER,3,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR2W-300010-2012,49.20155,-122.59584,2012-04-18T03:22:00Z,2012-11-07T00:00:00Z,FRASER,3.6,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR3A-9769-654,49.20237,-122.59658,2006-04-08T00:20:00Z,2006-08-04T00:10:00Z,FRASER,1.4,1.4,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_01-VR3A-9769-658,49.20237,-122.59658,2006-08-04T00:11:00Z,2006-12-13T04:08:00Z,FRASER,0,0, Hydrophone was found flopped over hanging from only one zap strap around the hydrophone cable. The hydrophone was pointed towards the river and upstream.,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2-1509-1083,49.20362,-122.59011,2007-03-30T19:08:00Z,2007-07-30T05:25:00Z,FRASER,0.7,0.7,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2-1509-1097,49.20354,-122.58949,2007-07-30T05:26:00Z,2007-10-11T20:22:00Z,FRASER,2.1,2.1,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2-1791-655,49.20347,-122.59563,2006-04-08T00:42:00Z,,FRASER,12.8,10.8,LOST UNIT - UNABLE TO LOCATE,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2-1796-436,49.20415,-122.5908667,2005-04-09T04:20:00Z,2005-12-13T04:00:00Z,FRASER,1.5,1.5,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2-4064-1498,49.20365,-122.59017,2009-12-14T03:26:00Z,2010-07-07T03:15:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2-4064-1667,49.20354,-122.5901,2010-07-07T03:16:00Z,2011-03-27T23:00:00Z,FRASER,1.8,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2-4184-1282,49.20365,-122.59017,2008-10-17T20:04:00Z,2009-12-14T03:25:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2-4903-1115,49.20365,-122.5901667,2007-10-11T20:22:00Z,2008-10-17T20:03:00Z,FRASER,1.5,1.5,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2W-105017-1934,49.20354,-122.5901,2011-03-27T23:01:00Z,2011-07-11T02:33:00Z,FRASER,2.4,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2W-107601-2012,49.20359,-122.59015,2012-04-18T04:05:00Z,2012-11-09T00:00:00Z,FRASER,1.5,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2W-107953-5560,49.20354,-122.5901,2011-07-11T02:34:00Z,2011-08-16T01:00:00Z,FRASER,6.1,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2W180-300002-1935,49.20354,-122.5901,2011-03-27T23:01:00Z,2011-07-11T02:33:00Z,FRASER,2.4,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_02-VR2W-300011-2012,49.20359,-122.59015,2012-04-18T04:05:00Z,2012-11-09T00:00:00Z,FRASER,1.5,0,Null,nep
FRASER,nepFRASERDERBY-RKm51.3_03-VR2-1792-656,49.20442,-122.5948,2006-04-08T00:49:00Z,,FRASER,15.5,13.5,LOST UNIT - UNABLE TO LOCATE,nep
FRASER,nepFRASERDERBY-RKm51.3_04-VR2-1793-657,49.20514,-122.59408,2006-04-08T00:51:00Z,,FRASER,11.9,9.9,LOST UNIT - UNABLE TO LOCATE,nep
FRASER,nepFRASERDERBY-VR2W-105012-5561,49.20163,-122.596,2011-08-15T23:01:00Z,2012-04-18T03:20:00Z,FRASER,3.6,0,Null,nep
FRASER,nepFRASERDERBY-VR2W-105013-5562,49.20354,-122.5901,2011-08-16T01:01:00Z,2012-04-18T04:04:00Z,FRASER,1.5,0,Null,nep
FRASER,nepFRASERDERBY-VR2W180-300012-5563,49.20163,-122.596,2011-08-15T23:01:00Z,2012-04-18T03:20:00Z,FRASER,3.6,0,Null,nep
FRASER,nepFRASERDERBY-VR2W180-300013-5564,49.20354,-122.5901,2011-08-16T01:01:00Z,2012-04-18T04:04:00Z,FRASER,1.5,0,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_01-VR2W-105013-2013-10-03T11,49.20155,-122.59584,2013-10-03T14:30:52Z,2014-11-27T20:53:41Z,FRASER,4,4,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_01-VR2W-107581-2014-11-27T16,49.20155,-122.59584,2014-11-27T20:41:41Z,2016-02-11T02:31:44Z,FRASER,3.04861,3.04861,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_01-VR2W-112672-2016-02-10T22,49.20155,-122.59584,2016-02-11T02:50:51Z,2016-06-26T02:25:53Z,FRASER,3.292,3.292,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_01-VR2W-112672-2016-06-25T23,49.20155,-122.59584,2016-06-26T02:44:53Z,2017-07-18T03:23:00Z,FRASER,2.7432,2.7432,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_01-VR2W-300002-2016-02-10T22,49.20155,-122.59584,2016-02-11T02:50:27Z,2016-06-26T02:25:13Z,FRASER,3.292,3.292,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_02-VR2W-105015-2013-10-03T07,49.20359,-122.59015,2013-10-03T10:00:41Z,2014-11-27T16:30:45Z,FRASER,5,5,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_02-VR2W-107582-2014-11-27T12,49.20359,-122.59015,2014-11-27T16:14:33Z,2016-02-11T03:20:00Z,FRASER,1.519733,1.519733,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_02-VR2W-112673-2016-02-10T23,49.20359,-122.59015,2016-02-11T03:22:53Z,2016-06-26T02:58:27Z,FRASER,2.377,2.377,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_02-VR2W-112673-2016-06-26T00,49.20359,-122.59015,2016-06-26T03:15:46Z,2017-07-18T03:39:00Z,FRASER,1.8288,1.8288,Null,nep
FRASER,nepFRASERFRASER-DERBY-RKm51.3_02-VR2W-300003-2016-02-10T23,49.20359,-122.59015,2016-02-11T03:22:45Z,2016-06-26T02:58:01Z,FRASER,2.377,2.377,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm76.8_01-VR2W-105017-2013-10-03T10,49.12326,-122.30035,2013-10-03T13:00:51Z,2014-11-27T18:55:04Z,FRASER,5,5,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm76.8_01-VR2W-107579-2014-11-27T14,49.12326,-122.30035,2014-11-27T18:57:20Z,2016-02-11T04:25:29Z,FRASER,2.439619,2.439619,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm76.8_01-VR2W-112670-2016-02-11T00,49.12326,-122.30035,2016-02-11T04:26:47Z,2016-06-26T01:04:42Z,FRASER,3.84,3.84,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm76.8_01-VR2W-112670-2016-06-25T22,49.12326,-122.30035,2016-06-26T01:25:49Z,2017-07-18T02:47:00Z,FRASER,3.048,3.048,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm76.8_01-VR2W-300000-2016-02-11T00,49.12326,-122.30035,2016-02-11T04:26:23Z,2016-06-26T01:04:46Z,FRASER,3.84,3.84,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm76.8_02-VR2W-105018-2013-10-03T08,49.12763,-122.30297,2013-10-03T11:40:43Z,2014-11-27T18:04:06Z,FRASER,2,2,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm76.8_02-VR2W-107580-2014-11-27T14,49.12763,-122.30297,2014-11-27T18:05:09Z,,FRASER,1.21981,1.21981,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm77.1_02-VR2W-112671-2016-02-11T01,49.12902,-122.29969,2016-02-11T05:20:15Z,2016-06-26T00:30:25Z,FRASER,7.626,7.626,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm77.1_02-VR2W-112671-2016-06-25T21,49.12902,-122.29969,2016-06-26T00:43:28Z,2017-07-18T02:23:00Z,FRASER,7.925,7.925,Null,nep
FRASER,nepFRASERFRASER-MISSION-RKm77.1_02-VR2W-300001-2016-02-11T01,49.12902,-122.29969,2016-02-11T05:20:10Z,2016-06-26T00:30:17Z,FRASER,7.626,7.626,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_01-VR2W-105004-2013-10-03T20,49.19002,-123.00149,2013-10-03T23:40:42Z,2014-11-28T05:00:14Z,FRASER,2,2,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_01-VR2W-107592-2014-11-26T23,49.19004,-123.00172,2014-11-27T03:00:21Z,2016-02-12T01:25:21Z,FRASER,2.739542,2.739542,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_01-VR2W-112686-2016-02-11T21,49.19004,-123.00172,2016-02-12T01:27:12Z,2016-06-26T19:55:36Z,FRASER,1.829,1.829,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_01-VR2W-112686-2016-06-26T17,49.19004,-123.00172,2016-06-26T20:10:56Z,2017-07-18T20:00:00Z,FRASER,3.048,3.048,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_01-VR2W-300095-2016-02-11T21,49.19004,-123.00172,2016-02-12T01:27:21Z,2016-06-26T19:55:20Z,FRASER,1.829,1.829,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_02-VR2W-105002-2013-10-02T19,49.19116,-122.99898,2013-10-02T22:10:06Z,2014-11-26T13:14:52Z,FRASER,4,4,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_02-VR2W-107593-2014-11-26T09,49.19116,-122.99898,2014-11-26T13:15:13Z,2016-02-12T01:55:25Z,FRASER,0.910742,0.910742,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_02-VR2W-112687-2016-02-11T21,49.19116,-122.99898,2016-02-12T01:56:49Z,2016-06-26T19:25:09Z,FRASER,1.225,1.225,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_02-VR2W-112687-2016-06-26T16,49.19116,-122.99898,2016-06-26T19:48:08Z,2017-07-18T19:39:00Z,FRASER,2.1336,2.1336,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm17.3_02-VR2W-300096-2016-02-11T21,49.19116,-122.99898,2016-02-12T01:56:13Z,2016-06-26T19:25:32Z,FRASER,1.225,1.225,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_01-VR2W-105003-2013-10-02T20,49.18914,-122.95814,2013-10-02T23:10:50Z,2014-11-28T00:00:15Z,FRASER,3,3,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_01-VR2W-107590-2014-11-27T20,49.18914,-122.95814,2014-11-28T00:01:32Z,2016-02-12T00:50:06Z,FRASER,2.739542,2.739542,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_01-VR2W-112681-2016-02-11T20,49.18914,-122.95814,2016-02-12T00:51:48Z,2016-06-26T21:06:51Z,FRASER,2.195,2.195,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_01-VR2W-112681-2016-06-26T18,49.18917,-122.95918,2016-06-26T21:31:52Z,2017-07-18T20:29:00Z,FRASER,3.6576,3.6576,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_01-VR2W-300092-2016-02-11T20,49.18914,-122.95814,2016-02-12T00:51:57Z,2016-06-26T21:06:57Z,FRASER,2.195,2.195,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_02-VR2W-105001-2013-10-02T19,49.18814,-122.96454,2013-10-02T22:40:27Z,2014-11-26T14:10:33Z,FRASER,2,2,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_02-VR2W-107591-2014-11-26T10,49.18814,-122.96454,2014-11-26T14:12:13Z,2016-02-12T02:45:25Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_02-VR2W-112684-2016-02-11T23,49.18941,-122.96223,2016-02-12T03:00:11Z,2016-06-26T20:35:03Z,FRASER,1.518,1.518,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_02-VR2W-112684-2016-06-26T17,49.189383,-122.96225,2016-06-26T20:49:22Z,2017-07-18T20:17:00Z,FRASER,2.4384,2.4384,Null,nep
FRASER,nepFRASERFRASER-NORTHARM-RKm20.8_02-VR2W-300093-2016-02-11T23,49.18941,-122.96223,2016-02-12T03:00:52Z,2016-06-26T20:35:16Z,FRASER,1.518,1.518,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_01-VR2W-105009-2013-10-02T08,49.16968,-122.92403,2013-10-02T11:43:34Z,2014-11-26T18:12:08Z,FRASER,4,4,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_01-VR2W-107583-2014-11-26T14,49.16968,-122.92403,2014-11-26T18:16:29Z,2016-02-11T22:00:51Z,FRASER,2.439619,2.439619,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_01-VR2W-112674-2016-02-11T18,49.16968,-122.92403,2016-02-11T22:01:04Z,2016-06-26T22:22:20Z,FRASER,1.829,1.829,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_01-VR2W-112674-2016-06-26T19,49.16968,-122.92403,2016-06-26T22:37:34Z,2017-07-17T22:20:00Z,FRASER,0.9144,0.9144,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_01-VR2W-300008-2016-02-11T18,49.16968,-122.92403,2016-02-11T22:01:24Z,2016-06-26T22:22:25Z,FRASER,1.829,1.829,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_02-VR2W-105010-2013-10-03T22,49.17275,-122.92917,2013-10-04T01:05:40Z,2014-11-28T03:10:43Z,FRASER,5,5,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_02-VR2W-107584-2014-11-27T23,49.17275,-122.92917,2014-11-28T03:12:15Z,2016-02-11T22:15:07Z,FRASER,2.739542,2.739542,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_02-VR2W-112675-2016-02-11T18,49.17275,-122.92917,2016-02-11T22:16:24Z,2016-06-26T23:03:28Z,FRASER,3.292,3.292,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_02-VR2W-112675-2016-06-26T20,49.17275,-122.92917,2016-06-26T23:20:43Z,2017-07-17T22:35:00Z,FRASER,2.4384,2.4384,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_02-VR2W-300010-2016-02-11T18,49.17275,-122.92917,2016-02-11T22:16:28Z,2016-06-26T23:03:43Z,FRASER,3.292,3.292,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_04-VR2W-105011-2013-10-03T00,49.17644,-122.95535,2013-10-03T03:55:40Z,2014-11-27T04:20:53Z,FRASER,4,4,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_04-VR2W-107587-2014-11-27T00,49.17644,-122.95535,2014-11-27T04:22:09Z,2016-02-11T23:00:59Z,FRASER,3.04861,3.04861,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_04-VR2W-112677-2016-02-11T19,49.17777,-122.95213,2016-02-11T23:45:23Z,2016-06-27T01:46:38Z,FRASER,4.938,4.938,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_04-VR2W-112677-2016-06-26T23,49.17777,-122.95213,2016-06-27T02:00:57Z,2017-07-18T21:14:00Z,FRASER,3.6576,3.6576,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm21.2_04-VR2W-300012-2016-02-11T19,49.17777,-122.95213,2016-02-11T23:45:56Z,2016-06-27T01:46:21Z,FRASER,4.938,4.938,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_01-VR2W-105007-2013-10-02T06,49.11707,-123.07925,2013-10-02T09:57:00Z,2014-11-26T16:38:17Z,FRASER,3,3,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_01-VR2W-107588-2014-11-26T12,49.11707,-123.07925,2014-11-26T16:40:30Z,2016-02-12T22:46:52Z,FRASER,1.8288,1.8288,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_01-VR2W-112678-2016-02-12T18,49.11707,-123.07925,2016-02-12T22:47:33Z,2016-06-27T00:30:46Z,FRASER,3.109,3.109,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_01-VR2W-112678-2016-06-26T21,49.11707,-123.07925,2016-06-27T00:49:09Z,2017-07-17T21:28:00Z,FRASER,1.524,1.524,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_01-VR2W-300013-2016-02-12T18,49.11707,-123.07925,2016-02-12T22:47:44Z,2016-06-27T00:30:45Z,FRASER,3.109,3.109,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_02-VR2W-105008-2013-10-03T19,49.12277,-123.08111,2013-10-03T22:35:28Z,2014-11-26T03:14:21Z,FRASER,3,3,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_02-VR2W-107589-2014-11-25T23,49.12277,-123.08111,2014-11-26T03:21:28Z,2016-02-12T23:05:32Z,FRASER,2.439619,2.439619,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_02-VR2W-112680-2016-02-12T19,49.12277,-123.08111,2016-02-12T23:06:21Z,2016-06-27T00:00:33Z,FRASER,2.377,2.377,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_02-VR2W-112680-2016-06-26T21,49.12277,-123.08111,2016-06-27T00:15:14Z,2017-07-17T21:45:00Z,FRASER,1.2192,1.2192,Null,nep
FRASER,nepFRASERFRASER-SOUTHARM-RKm8.7_02-VR2W-300091-2016-02-12T19,49.12277,-123.08111,2016-02-12T23:06:12Z,2016-06-27T00:00:37Z,FRASER,2.377,2.377,Null,nep
FRASER,nepFRASERFRASER-VR2-2055-178,50.86864,-119.59897,2006-08-17T22:00:00Z,2006-12-13T23:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-2058-177,50.68403,-120.36144,2006-08-17T01:00:00Z,2006-12-13T03:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-2063-176,50.35892,-121.39719,2006-08-16T20:00:00Z,2006-12-12T22:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-5108-168,52.61369,-121.55792,2006-06-29T23:00:00Z,2006-11-02T03:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-5110-166,51.18544,-122.12569,2006-06-27T22:00:00Z,2006-12-12T19:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-5112-171,50.89108,-119.53592,2006-08-01T23:00:00Z,2007-01-07T21:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-5114-167,51.62772,-124.14219,2006-06-28T03:00:00Z,2006-11-10T02:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-7275-170,50.88597,-119.55531,2006-08-01T20:00:00Z,,FRASER,0,0,LOST UNIT - UNABLE TO LOCATE,nep
FRASER,nepFRASERFRASER-VR2-7277-163,49.23553,-121.96431,2006-06-25T22:00:00Z,2006-12-08T22:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-7278-169,50.82889,-119.6955,2006-08-01T18:00:00Z,2006-12-13T21:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-7279-164,49.29075,-121.881,2006-06-25T23:00:00Z,2006-12-08T23:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-7280-165,49.3155,-121.80394,2006-06-26T01:00:00Z,2006-12-09T00:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-7281-174,50.79381,-118.99961,2006-08-03T02:00:00Z,2006-12-16T03:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-7282-175,50.77028,-120.81306,2006-08-15T22:00:00Z,,FRASER,0,0,LOST UNIT - UNABLE TO LOCATE,nep
FRASER,nepFRASERFRASER-VR2-7283-173,50.83703,-119.00133,2006-08-02T23:00:00Z,2006-12-15T21:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERFRASER-VR2-7284-172,50.89736,-119.54708,2006-08-02T03:00:00Z,2007-01-06T22:00:00Z,FRASER,0,0,Null,nep
FRASER,nepFRASERMISSION-RKm76.8_01-VR2W-107602-2012,49.12326,-122.30035,2012-04-18T05:21:00Z,2012-11-06T05:30:00Z,FRASER,5,0,Null,nep
FRASER,nepFRASERMISSION-RKm76.8_01-VR2W-300002-2012,49.12326,-122.30035,2012-04-18T05:21:00Z,2012-11-06T05:30:00Z,FRASER,5,0,Null,nep
FRASER,nepFRASERMISSION-RKm76.8_02-VR2W-107603-2012,49.12763,-122.30297,2012-04-18T05:31:00Z,2012-11-06T04:00:00Z,FRASER,1.5,0,Null,nep
FRASER,nepFRASERMISSION-RKm76.8_02-VR2W-300003-2012,49.12763,-122.30297,2012-04-18T05:31:00Z,2012-11-06T04:00:00Z,FRASER,1.5,0,Null,nep
FRASER,nepFRASERMISSION-RKm79.7_01-VR2-1629-1084,49.13958,-122.26846,2007-03-30T17:31:00Z,2007-07-30T19:57:00Z,FRASER,1,1,Null,nep
FRASER,nepFRASERMISSION-RKm79.7_01-VR2-1629-1098,49.1395,-122.2685,2007-07-30T19:58:00Z,2007-10-11T02:22:00Z,FRASER,4,4,Null,nep
FRASER,nepFRASERMISSION-RKm79.7_01-VR2-2055-211,49.13608,-122.27463,2004-04-16T21:55:00Z,2004-08-12T03:00:00Z,FRASER,4,4,Null,nep
FRASER,nepFRASERMISSION-RKm79.7_01-VR2-2055-217,49.13608,-122.27463,2004-08-16T03:00:00Z,2004-11-25T04:00:00Z,FRASER,4,4,Null,nep
FRASER,nepFRASERMISSION-RKm79.7_01-VR2-4041-1283,49.13956667,-122.2684333,2008-10-17T02:23:00Z,2009-08-01T02:59:00Z,FRASER,0,0,LOST AND FOUND UNIT; Tied to log that was beached near Crown Forest on the main arm of the Fraser River,nep
FRASER,nepFRASERMISSION-RKm79.7_01-VR2-4050-1396,49.13956667,-122.2684333,2009-12-13T23:06:00Z,,FRASER,0,0,LOST UNIT - UNABLE TO LOCATE,nep
