deployment_project_reference,deployment_guid,latitude,longitude,time,recovery_datetime_utc,array_name,bottom_depth,depth,deployment_comments,datacenter_reference
COLR,nepCOLRCOLR-RKm22.5_02-VR2W-105009-1789,46.19183,-123.85056,2011-04-06T01:00:00Z,2011-07-15T20:00:00Z,COLR,7,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_02-VR3A-9769-1018,46.19186,-123.85072,2007-05-09T20:50:00Z,2007-07-24T21:59:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_02-VR3A-9769-1215,46.19186667,-123.8506167,2008-04-21T20:48:00Z,2008-07-07T21:06:00Z,COLR,2.7,2.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_02-VR3A-9769-1437,46.19191667,-123.8498167,2009-03-05T20:25:00Z,2009-08-06T11:30:00Z,COLR,5.2,5.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_02-VR3A-9769-1597,46.19188333,-123.85065,2010-03-19T03:30:00Z,2010-08-10T21:30:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_03-VR2-4189-1019,46.19337,-123.85087,2007-05-14T22:30:00Z,2007-07-25T19:30:00Z,COLR,20.4,18.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_03-VR2W-100004-1216,46.19305,-123.8505833,2008-04-22T00:55:00Z,2008-07-07T03:00:00Z,COLR,16.8,16.8,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm22.5_03-VR2W-105000-1790,46.19272,-123.8513,2011-04-11T00:00:00Z,,COLR,14.6,0,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm22.5_03-VR2W-105010-1438,46.1925,-123.851,2009-03-12T18:01:00Z,2009-08-05T14:55:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_03-VR2W-105024-1584,46.19385,-123.8540833,2010-03-24T01:38:00Z,,COLR,23.2,23.2,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm22.5_04-VR2-4193-1020,46.19465,-123.85161,2007-05-14T22:15:00Z,2007-07-25T21:00:00Z,COLR,30.5,30.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_04-VR2W-102757-1598,46.19501667,-123.8522667,2010-03-24T01:00:00Z,2010-08-07T04:00:00Z,COLR,13.4,13.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_04-VR2W-102761-1217,46.19435,-123.8512667,2008-04-22T01:02:00Z,2008-07-07T03:00:00Z,COLR,32,32,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm22.5_04-VR2W-104990-1439,46.19418333,-123.85215,2009-03-12T17:45:00Z,2009-08-05T18:00:00Z,COLR,13.7,13.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_04-VR2W-107779-1791,46.19409,-123.85174,2011-04-11T00:30:00Z,,COLR,31.1,0,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm22.5_05-VR2-4335-1218,46.19506667,-123.8522333,2008-04-17T16:45:00Z,2008-07-05T14:05:00Z,COLR,13.1,13.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_05-VR2W-100053-1021,46.1951,-123.85229,2007-05-14T21:37:00Z,2007-07-24T20:50:00Z,COLR,14.9,13.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_05-VR2W-102774-1440,46.19495,-123.8522333,2009-03-09T20:52:00Z,2009-08-02T15:10:00Z,COLR,14.6,14.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_05-VR2W-104999-1792,46.19503,-123.85225,2011-04-06T00:30:00Z,2011-07-17T22:00:00Z,COLR,3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_05-VR2W-105005-1585,46.19676667,-123.8527,2010-03-24T00:20:00Z,,COLR,9.1,9.1,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm22.5_05-VR3A-9771-1022,46.19508,-123.85218,2007-05-09T21:15:00Z,2007-07-24T21:42:00Z,COLR,14.9,14.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_05-VR3A-9771-1219,46.19505,-123.8522333,2008-04-21T21:00:00Z,2008-07-07T20:30:00Z,COLR,3,3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_05-VR3A-9771-1441,46.19495,-123.8522333,2009-03-05T20:58:00Z,2009-08-06T11:00:00Z,COLR,4.9,4.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_06-VR2-4062-1023,46.1967,-123.85272,2007-05-11T18:20:00Z,2007-07-24T20:40:00Z,COLR,1.2,1.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_06-VR2-6862-1220,46.19673333,-123.8528167,2008-04-21T21:31:00Z,2008-07-06T11:30:00Z,COLR,9.1,9.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_06-VR2W-104985-1599,46.1976,-123.85315,2010-03-19T02:31:00Z,2010-08-06T18:45:00Z,COLR,7.6,7.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_06-VR2W-104995-1442,46.19668333,-123.8528667,2009-03-12T17:25:00Z,2009-08-03T16:25:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_06-VR2W-105011-1793,46.19669,-123.85272,2011-04-11T20:00:00Z,2011-07-18T23:00:00Z,COLR,9.1,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_07-VR2-6857-1221,46.1977,-123.85315,2008-04-17T17:00:00Z,2008-07-04T12:22:00Z,COLR,5.2,5.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_07-VR2W-100059-1024,46.19761,-123.85367,2007-05-11T16:47:00Z,2007-07-24T20:35:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_07-VR2W-102772-1443,46.19765,-123.8532667,2009-03-09T20:03:00Z,2009-08-02T16:00:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_07-VR2W-104986-1600,46.1985,-123.8536333,2010-03-19T03:01:00Z,2010-08-06T18:25:00Z,COLR,7.6,7.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_07-VR2W-104986-1794,46.19765,-123.85329,2011-04-05T00:45:00Z,2011-07-16T02:30:00Z,COLR,3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_08-VR2-4339-1222,46.19858333,-123.8536667,2008-04-17T17:20:00Z,2008-07-04T12:05:00Z,COLR,4.6,4.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_08-VR2-6871-1025,46.19842,-123.85367,2007-05-11T16:37:00Z,2007-07-24T20:30:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_08-VR2W-102765-1601,46.19911667,-123.8538,2010-03-25T20:00:00Z,2010-08-09T05:25:00Z,COLR,6.1,6.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_08-VR2W-104985-1795,46.19853,-123.85355,2011-04-05T00:36:00Z,2011-07-16T02:00:00Z,COLR,3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_08-VR2W-104994-1444,46.19851667,-123.8537,2009-03-07T23:10:00Z,2009-08-02T15:50:00Z,COLR,8.2,8.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_09-VR2-4068-1026,46.19941,-123.85394,2007-05-11T16:27:00Z,2007-07-24T20:26:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_09-VR2-6855-1223,46.19953333,-123.8540667,2008-04-17T17:30:00Z,2008-07-04T12:00:00Z,COLR,3,3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_09-VR2W-103995-1445,46.19938333,-123.8541,2009-03-05T19:58:00Z,2009-08-02T15:45:00Z,COLR,6.1,6.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_09-VR2W-104990-1602,46.19943333,-123.8541,2010-03-19T02:58:00Z,2010-08-06T18:15:00Z,COLR,4.6,4.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_09-VR2W-104991-1796,46.1995,-123.8541,2011-04-05T00:00:00Z,2011-07-15T20:30:00Z,COLR,3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_10-VR2-6857-1027,46.20028,-123.85469,2007-05-09T00:05:00Z,2007-07-24T20:20:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_10-VR2W-102754-1224,46.20036667,-123.8545833,2008-04-21T21:54:00Z,2008-07-04T11:50:00Z,COLR,3.4,3.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_10-VR2W-102763-1446,46.20038333,-123.8547667,2009-03-05T19:46:00Z,2009-08-02T15:40:00Z,COLR,5.5,5.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_10-VR2W-104990-1797,46.20037,-123.85469,2011-04-04T23:15:00Z,2011-07-16T03:00:00Z,COLR,3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_10-VR2W-104993-1603,46.20035,-123.8545833,2010-03-19T02:43:00Z,2010-08-06T01:20:00Z,COLR,4.9,4.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_11-VR2-6867-1028,46.2007,-123.85471,2007-05-08T23:45:00Z,2007-07-24T21:13:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_11-VR2W-100059-1225,46.20081667,-123.8547,2008-04-17T04:20:00Z,2008-07-04T11:40:00Z,COLR,4.9,4.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_11-VR2W-104987-1604,46.20118333,-123.85495,2010-03-19T01:55:00Z,2010-08-06T01:00:00Z,COLR,1.5,1.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_11-VR2W-104995-1798,46.20103,-123.85491,2011-04-04T22:45:00Z,2011-07-18T00:25:00Z,COLR,3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_11-VR2W-105002-1447,46.20123333,-123.85525,2009-03-05T19:32:00Z,2009-08-02T15:26:00Z,COLR,5.2,5.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_12-VR2-6864-1029,46.20106,-123.85448,2007-05-08T23:30:00Z,2007-07-24T21:18:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_12-VR2W-100327-1226,46.20165,-123.8548333,2008-04-16T02:20:00Z,2008-07-04T12:49:00Z,COLR,0.3,0.3,Recovery position is ~1.8km from nearest neighbour,nep
COLR,nepCOLRCOLR-RKm22.5_12-VR2W-102766-1605,46.20285,-123.8555,2010-03-25T01:50:00Z,2010-08-06T18:00:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_12-VR2W-104903-1799,46.20158,-123.85506,2011-04-04T18:30:00Z,2011-07-15T18:30:00Z,COLR,3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_12-VR2W-104993-1448,46.20191667,-123.8553167,2009-03-12T18:13:00Z,2009-08-04T20:55:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_13-VR2-6860-1030,46.20143,-123.85533,2007-05-09T00:35:00Z,2007-07-24T21:22:00Z,COLR,0.9,0.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_13-VR2W-100054-1227,46.20223333,-123.8554333,2008-04-16T01:03:00Z,2008-07-07T13:23:00Z,COLR,0,0,Recovery position is ~1.9km from nearest neighbour,nep
COLR,nepCOLRCOLR-RKm22.5_13-VR2W-102757-1449,46.20286667,-123.8557333,2009-03-07T03:09:00Z,2009-08-04T20:50:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_13-VR2W-102773-1606,46.20366667,-123.85595,2010-03-25T01:34:00Z,2010-08-09T18:00:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_13-VR2W-104996-1800,46.20274,-123.85571,2011-04-04T19:00:00Z,2011-07-14T20:00:00Z,COLR,3.7,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_14-VR2-6859-1031,46.20195,-123.8553667,2007-05-14T03:00:00Z,2007-07-24T21:28:00Z,COLR,0,0,"THE VR SN #, VR TYPE AND DEPLOYMENT CO-ORDINATES WERE NOT RECORDED ON ORIGINAL DEPLOYMENT DATASHEET, THEY WERE POPULATED HERE AFTER THEY WERE RECOVERED.  Deployment date and bottom depth are estimated.",nep
COLR,nepCOLRCOLR-RKm22.5_14-VR2W-100058-1228,46.20298333,-123.8558167,2008-04-16T01:10:00Z,2008-07-06T11:45:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_14-VR2W-100061-1450,46.20361667,-123.8561833,2009-03-07T03:13:00Z,2009-08-04T20:45:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_14-VR2W-102767-1607,46.20451667,-123.8563,2010-03-25T01:24:00Z,2010-08-09T18:15:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_14-VR2W-104988-1801,46.20362,-123.85614,2011-04-04T19:30:00Z,2011-07-15T19:00:00Z,COLR,4.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_15-VR2-6861-1032,46.20235,-123.85551,2007-05-09T22:10:00Z,2007-07-27T16:25:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_15-VR2W-100055-1229,46.20378333,-123.8556167,2008-04-16T01:15:00Z,2008-07-06T11:51:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_15-VR2W-103999-1451,46.20443333,-123.8565833,2009-03-07T03:20:00Z,2009-08-04T20:40:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_15-VR2W-104987-1802,46.20445,-123.85651,2011-04-04T20:15:00Z,2011-07-15T19:30:00Z,COLR,6.7,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_15-VR2W-105021-1608,46.20536667,-123.8567333,2010-03-25T01:12:00Z,2010-08-09T18:30:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_16-VR2-6869-1033,46.20311,-123.8557,2007-05-09T22:18:00Z,2007-07-27T16:30:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_16-VR2W-100056-1230,46.20465,-123.8567333,2008-04-16T01:25:00Z,2008-07-06T12:30:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_16-VR2W-100325-1452,46.20531667,-123.8569833,2009-03-07T03:26:00Z,2009-08-04T20:35:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_16-VR2W-102759-1609,46.20618333,-123.8571833,2010-03-25T00:59:00Z,2010-08-09T19:00:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_16-VR2W-104984-1803,46.20523,-123.85691,2011-04-04T21:00:00Z,2011-07-15T20:00:00Z,COLR,7.3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_17-VR2-6868-1034,46.20408,-123.85635,2007-05-09T22:27:00Z,2007-07-27T16:35:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_17-VR2W-100091-1231,46.20548333,-123.8571,2008-04-16T01:33:00Z,2008-07-06T12:45:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_17-VR2W-102756-1610,46.20701667,-123.8576,2010-03-25T00:43:00Z,2010-08-09T18:00:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_17-VR2W-102773-1453,46.20613333,-123.8574833,2009-03-07T03:35:00Z,2009-08-04T20:30:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_17-VR2W-104993-1804,46.20615,-123.85734,2011-04-04T21:30:00Z,2011-07-15T20:30:00Z,COLR,6.7,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_18-VR2-6855-1035,46.20488,-123.85674,2007-05-09T22:35:00Z,2007-07-27T16:38:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_18-VR2W-100053-1232,46.20621667,-123.85755,2008-04-16T01:48:00Z,2008-07-06T12:50:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_18-VR2W-102759-1454,46.20686667,-123.85795,2009-03-07T03:38:00Z,2009-08-04T20:25:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_18-VR2W-102764-1611,46.20781667,-123.8580167,2010-03-25T00:30:00Z,2010-08-09T17:45:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_18-VR2W-104994-1805,46.20683,-123.85778,2011-04-04T22:00:00Z,2011-07-15T21:10:00Z,COLR,5.2,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_19-VR2-6866-1036,46.20567,-123.85714,2007-05-09T22:40:00Z,2007-07-27T16:40:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_19-VR2W-100057-1233,46.2072,-123.85775,2008-04-16T02:00:00Z,2008-07-06T12:55:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_19-VR2W-102772-1612,46.20865,-123.8583833,2010-03-25T00:15:00Z,2010-08-09T17:30:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_19-VR2W-103997-1455,46.20786667,-123.8583667,2009-03-07T03:43:00Z,2009-08-04T20:20:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_19-VR2W-113325-1806,46.20775,-123.85825,2011-04-05T18:00:00Z,2011-07-15T21:43:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_20-VR2-6865-1037,46.20647,-123.85751,2007-05-09T22:48:00Z,2007-07-27T16:43:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_20-VR2W-100328-1234,46.20796667,-123.8583333,2008-04-16T02:12:00Z,2008-07-06T12:57:00Z,COLR,0.3,0.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_20-VR2W-102756-1456,46.20861667,-123.8587,2009-03-07T03:50:00Z,2009-08-04T20:05:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_20-VR2W-102775-1613,46.20945,-123.85885,2010-03-25T00:01:00Z,2010-08-06T17:35:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_20-VR2W-113323-1807,46.20853,-123.8586,2011-04-05T19:00:00Z,2011-07-15T21:59:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_21-VR2-6858-1038,46.20732,-123.85802,2007-05-09T22:54:00Z,2007-07-27T16:46:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_21-VR2W-102760-1235,46.20873333,-123.8588333,2008-04-21T19:40:00Z,2008-07-06T13:00:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_21-VR2W-102776-1586,46.21026667,-123.8595,2010-03-25T19:14:00Z,,COLR,2.7,2.7,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm22.5_21-VR2W-105001-1457,46.20936667,-123.8591167,2009-03-07T04:00:00Z,2009-08-04T20:00:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_21-VR2W-113314-1808,46.20944,-123.8589,2011-04-05T20:00:00Z,2011-07-15T22:05:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_22-VR2-4065-1039,46.20818,-123.85835,2007-05-09T22:58:00Z,2007-07-27T16:50:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_22-VR2W-100324-1458,46.21031667,-123.8596333,2009-03-07T04:10:00Z,2009-08-03T16:20:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_22-VR2W-102762-1236,46.20951667,-123.8592833,2008-04-21T19:36:00Z,2008-07-05T12:35:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_22-VR2W-102777-1614,46.21103333,-123.8599333,2010-03-25T19:00:00Z,2010-08-09T05:00:00Z,COLR,3,3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_22-VR2W-113319-1809,46.21033,-123.85989,2011-04-05T21:00:00Z,2011-07-15T21:00:00Z,COLR,4.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_23-VR2-6862-1040,46.209,-123.85879,2007-05-09T23:00:00Z,2007-07-27T16:52:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_23-VR2-6865-1237,46.21038333,-123.8597,2008-04-21T19:31:00Z,2008-07-05T12:33:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_23-VR2W-102777-1459,46.21098333,-123.8598833,2009-03-07T04:20:00Z,2009-08-03T16:18:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_23-VR2W-105002-1572,46.2116,-123.8601,2010-03-24T23:50:00Z,2010-08-09T05:10:00Z,COLR,0,0,ESTIMATED COORDINATES,nep
COLR,nepCOLRCOLR-RKm22.5_23-VR2W-113322-1810,46.2111,-123.8599,2011-04-05T22:00:00Z,2011-07-16T19:10:00Z,COLR,4.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_24-VR2-6856-1041,46.20977,-123.85924,2007-05-09T23:10:00Z,2007-07-27T16:55:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_24-VR2W-100327-1460,46.21191667,-123.8603167,2009-03-10T18:55:00Z,2009-07-31T17:40:00Z,COLR,4.6,4.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_24-VR2W-102757-1238,46.21123333,-123.8600167,2008-04-21T19:18:00Z,2008-07-05T12:41:00Z,COLR,1.5,1.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_24-VR2W-102760-1615,46.21191667,-123.8604167,2010-03-25T18:53:00Z,2010-08-09T04:45:00Z,COLR,5.8,5.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_24-VR2W-113318-1811,46.21186,-123.86029,2011-04-06T01:45:00Z,2011-07-15T21:43:00Z,COLR,6.1,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_25-VR2-4063-1042,46.21065,-123.8597,2007-05-10T21:58:00Z,2007-07-27T16:58:00Z,COLR,3,3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_25-VR2W-102764-1239,46.21208333,-123.8603333,2008-04-21T19:10:00Z,2008-07-05T12:48:00Z,COLR,2.4,2.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_25-VR2W-104988-1461,46.21271667,-123.8607667,2009-03-10T19:09:00Z,2009-07-31T17:45:00Z,COLR,4.6,4.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_25-VR2W-105023-1616,46.21271667,-123.8607667,2010-03-25T18:40:00Z,2010-08-09T04:20:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_25-VR2W-113313-1812,46.2127,-123.86075,2011-04-06T02:00:00Z,2011-07-16T01:00:00Z,COLR,7.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_26-VR2-4064-1043,46.2115,-123.85988,2007-05-10T22:15:00Z,2007-07-27T17:50:00Z,COLR,3,3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_26-VR2W-100332-1462,46.21356667,-123.8611167,2009-03-10T19:18:00Z,2009-07-31T17:50:00Z,COLR,4.9,4.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_26-VR2W-102763-1240,46.21301667,-123.8608667,2008-04-21T19:01:00Z,2008-07-05T12:51:00Z,COLR,3.4,3.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_26-VR2W-105022-1617,46.21355,-123.8612,2010-03-25T18:26:00Z,2010-08-09T04:00:00Z,COLR,9.1,9.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_26-VR2W-113317-1813,46.21354,-123.8612,2011-04-06T02:10:00Z,2011-07-16T18:45:00Z,COLR,6.1,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_27-VR2-4043-1044,46.21225,-123.86035,2007-05-10T22:20:00Z,2007-07-27T17:55:00Z,COLR,3.4,3.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_27-VR2-6873-1241,46.2137,-123.8612,2008-04-21T18:53:00Z,2008-07-05T12:53:00Z,COLR,4,4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_27-VR2W-102763-1618,46.21436667,-123.86165,2010-03-25T18:13:00Z,2010-08-09T02:15:00Z,COLR,7.3,7.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_27-VR2W-105009-1463,46.21433333,-123.8616167,2009-03-10T19:26:00Z,2009-07-31T17:55:00Z,COLR,5.2,5.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_27-VR2W-113312-1814,46.21434,-123.8616,2011-04-06T19:00:00Z,2011-07-15T21:30:00Z,COLR,4.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_28-VR2-4067-1045,46.21317,-123.86076,2007-05-10T22:27:00Z,2007-07-27T18:00:00Z,COLR,3.4,3.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_28-VR2-6871-1242,46.21451667,-123.8617333,2008-04-21T18:46:00Z,2008-07-05T12:55:00Z,COLR,4.3,4.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_28-VR2W-102762-1619,46.21518333,-123.8620667,2010-03-25T17:55:00Z,2010-08-08T20:00:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_28-VR2W-102769-1464,46.21516667,-123.8620167,2009-03-10T19:34:00Z,2009-07-31T18:00:00Z,COLR,4.6,4.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_28-VR2W-113324-1815,46.21523,-123.86201,2011-04-06T19:30:00Z,2011-07-16T19:30:00Z,COLR,4.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_29-VR2-4049-1046,46.21412,-123.86131,2007-05-10T23:38:00Z,2007-07-27T18:02:00Z,COLR,3.4,3.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_29-VR2-6866-1243,46.21543333,-123.8621333,2008-04-21T01:27:00Z,2008-07-05T13:02:00Z,COLR,7,7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_29-VR2W-104986-1465,46.21606667,-123.8624333,2009-03-10T19:50:00Z,2009-07-31T18:05:00Z,COLR,4.6,4.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_29-VR2W-104997-1816,46.21601,-123.86245,2011-04-06T20:10:00Z,2011-07-16T19:39:00Z,COLR,5.2,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_29-VR2W-105025-1620,46.21601667,-123.86245,2010-03-25T17:35:00Z,2010-08-08T19:15:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_30-VR2-4909-1047,46.21472,-123.86177,2007-05-12T17:00:00Z,2007-07-28T18:30:00Z,COLR,5.2,5.2,RECOVERY TIME NOT RECORDED ON THE DATASHEETS SO A TIME WAS ESTIMATED (15:3Null) FOR RECEIVER 49Null9.  THE TIME WAS ESTIMATED BY REVIEWING RECOVERY TIMES AND LOCATIONS OF THE ADJACENT RECEIVERS.,nep
COLR,nepCOLRCOLR-RKm22.5_30-VR2-6872-1244,46.21641667,-123.8625667,2008-04-21T01:28:00Z,2008-07-05T13:06:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_30-VR2W-102774-1621,46.21683333,-123.8628667,2010-03-25T03:31:00Z,2010-08-08T19:00:00Z,COLR,5.5,5.5,Null,nep
