animal_guid,length,length_type,weight,life_stage,age,sex
nepMACFLMACFL-15436,0.15,FORK,0.0389,Null,Null,U
nepMACFLMACFL-15437,0.151,FORK,0.0345,Null,Null,U
nepMACFLMACFL-15438,0.17,FORK,0.0509,Null,Null,U
nepMACFLMACFL-15439,0.155,FORK,0.0383,Null,Null,U
nepMACFLMACFL-15440,0.143,FORK,0.0302,Null,Null,U
nepMACFLMACFL-15441,0.16,FORK,0.0431,Null,Null,U
nepMACFLMACFL-15442,0.15,FORK,0.036,Null,Null,U
nepMACFLMACFL-15443,0.145,FORK,0.0317,Null,Null,U
nepMACFLMACFL-15444,0.156,FORK,0.0378,Null,Null,U
nepMACFLMACFL-15445,0.145,FORK,0.0309,Null,Null,U
nepMACFLMACFL-15446,0.154,FORK,0.0373,Null,Null,U
nepMACFLMACFL-15447,0.165,FORK,0.0455,Null,Null,U
nepMACFLMACFL-15448,0.145,FORK,0.0277,Null,Null,U
nepMACFLMACFL-15449,0.142,FORK,0.0281,Null,Null,U
nepMACFLMACFL-15450,0.154,FORK,0.0375,Null,Null,U
nepMACFLMACFL-15451,0.148,FORK,0.035,Null,Null,U
nepMACFLMACFL-15452,0.145,FORK,0.0297,Null,Null,U
nepMACFLMACFL-15453,0.16,FORK,0.0471,Null,Null,U
nepMACFLMACFL-15454,0.15,FORK,0.035,Null,Null,U
nepMACFLMACFL-15455,0.163,FORK,0.0426,Null,Null,U
nepMACFLMACFL-15456,0.144,FORK,0.0278,Null,Null,U
nepMACFLMACFL-15457,0.154,FORK,0.0354,Null,Null,U
nepMACFLMACFL-15458,0.146,FORK,0.0347,Null,Null,U
nepMACFLMACFL-15459,0.145,FORK,0.0313,Null,Null,U
nepMACFLMACFL-15460,0.149,FORK,0.0307,Null,Null,U
nepMACFLMACFL-15461,0.156,FORK,0.0383,Null,Null,U
nepMACFLMACFL-15462,0.14,FORK,0.0301,Null,Null,U
nepMACFLMACFL-15463,0.15,FORK,0.0341,Null,Null,U
nepMACFLMACFL-15464,0.16,FORK,0.0433,Null,Null,U
nepMACFLMACFL-15465,0.169,FORK,0.0534,Null,Null,U
nepMACFLMACFL-15466,0.172,FORK,0.0534,Null,Null,U
nepMACFLMACFL-15467,0.145,FORK,0.031,Null,Null,U
nepMACFLMACFL-15468,0.156,FORK,0.0385,Null,Null,U
nepMACFLMACFL-15469,0.149,FORK,0.0343,Null,Null,U
nepMACFLMACFL-15470,0.145,FORK,0.0338,Null,Null,U
nepMACFLMACFL-15471,0.172,FORK,0.0566,Null,Null,U
nepMACFLMACFL-15472,0.16,FORK,0.0425,Null,Null,U
nepMACFLMACFL-15473,0.15,FORK,0.0345,Null,Null,U
nepMACFLMACFL-15474,0.138,FORK,0.0294,Null,Null,U
nepMACFLMACFL-15475,0.145,FORK,0.0313,Null,Null,U
nepMACFLMACFL-15476,0.155,FORK,0.0395,Null,Null,U
nepMACFLMACFL-15477,0.154,FORK,0.0367,Null,Null,U
nepMACFLMACFL-15478,0.156,FORK,0.0404,Null,Null,U
nepMACFLMACFL-15479,0.146,FORK,0.0324,Null,Null,U
nepMACFLMACFL-15480,0.155,FORK,0.0401,Null,Null,U
nepMACFLMACFL-15481,0.145,FORK,0.031,Null,Null,U
nepMACFLMACFL-15482,0.145,FORK,0.0316,Null,Null,U
nepMACFLMACFL-15483,0.148,FORK,0.0328,Null,Null,U
nepMACFLMACFL-15484,0.145,FORK,0.0301,Null,Null,U
nepMACFLMACFL-15485,0.169,FORK,0.0546,Null,Null,U
nepMACFLMACFL-15486,0.163,FORK,0.0488,Null,Null,U
nepMACFLMACFL-15487,0.153,FORK,0.0368,Null,Null,U
nepMACFLMACFL-15488,0.163,FORK,0.05,Null,Null,U
nepMACFLMACFL-15489,0.142,FORK,0.0309,Null,Null,U
nepMACFLMACFL-15490,0.141,FORK,0.0296,Null,Null,U
nepMACFLMACFL-15491,0.143,FORK,0.0319,Null,Null,U
nepMACFLMACFL-15492,0.148,FORK,0.0338,Null,Null,U
nepMACFLMACFL-15493,0.157,FORK,0.0417,Null,Null,U
nepMACFLMACFL-15494,0.145,FORK,0.0297,Null,Null,U
nepMACFLMACFL-15495,0.15,FORK,0.0342,Null,Null,U
nepMACFLMACFL-15496,0.144,FORK,0.0313,Null,Null,U
nepMACFLMACFL-15497,0.141,FORK,0.0292,Null,Null,U
nepMACFLMACFL-15498,0.143,FORK,0.0313,Null,Null,U
nepMACFLMACFL-15499,0.147,FORK,0.0327,Null,Null,U
nepMACFLMACFL-15500,0.141,FORK,0.0285,Null,Null,U
nepMACFLMACFL-15501,0.167,FORK,0.047,Null,Null,U
nepMACFLMACFL-15502,0.16,FORK,0.0458,Null,Null,U
nepMACFLMACFL-15503,0.15,FORK,0.0331,Null,Null,U
nepMACFLMACFL-15504,0.157,FORK,0.0441,Null,Null,U
nepMACFLMACFL-15505,0.146,FORK,0.0307,Null,Null,U
nepMACFLMACFL-15506,0.162,FORK,0.0488,Null,Null,U
nepMACFLMACFL-15507,0.153,FORK,0.0366,Null,Null,U
nepMACFLMACFL-15508,0.142,FORK,0.0377,Null,Null,U
nepMACFLMACFL-15509,0.16,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15510,0.15,FORK,0.0348,Null,Null,U
nepMACFLMACFL-15511,0.148,FORK,0.0331,Null,Null,U
nepMACFLMACFL-15512,0.146,FORK,0.0296,Null,Null,U
nepMACFLMACFL-15513,0.166,FORK,0.0482,Null,Null,U
nepMACFLMACFL-15514,0.174,FORK,0.0591,Null,Null,U
nepMACFLMACFL-15515,0.151,FORK,0.0399,Null,Null,U
nepMACFLMACFL-15516,0.165,FORK,0.0438,Null,Null,U
nepMACFLMACFL-15517,0.143,FORK,0.0312,Null,Null,U
nepMACFLMACFL-15518,0.151,FORK,0.0364,Null,Null,U
nepMACFLMACFL-15519,0.143,FORK,0.029,Null,Null,U
nepMACFLMACFL-15520,0.152,FORK,0.0408,Null,Null,U
nepMACFLMACFL-15521,0.147,FORK,0.0335,Null,Null,U
nepMACFLMACFL-15522,0.145,FORK,0.03,Null,Null,U
nepMACFLMACFL-15523,0.141,FORK,0.0299,Null,Null,U
nepMACFLMACFL-15524,0.142,FORK,0.0292,Null,Null,U
nepMACFLMACFL-15525,0.141,FORK,0.03,Null,Null,U
nepMACFLMACFL-15526,0.17,FORK,0.0585,Null,Null,U
nepMACFLMACFL-15527,0.141,FORK,0.0299,Null,Null,U
nepMACFLMACFL-15528,0.16,FORK,0.0441,Null,Null,U
nepMACFLMACFL-15529,0.143,FORK,0.0321,Null,Null,U
nepMACFLMACFL-15530,0.148,FORK,0.0348,Null,Null,U
nepMACFLMACFL-15531,0.162,FORK,0.0423,Null,Null,U
nepMACFLMACFL-15532,0.147,FORK,0.0329,Null,Null,U
nepMACFLMACFL-15533,0.15,FORK,0.0338,Null,Null,U
nepMACFLMACFL-15534,0.17,FORK,0.051,Null,Null,U
nepMACFLMACFL-15535,0.15,FORK,0.0332,Null,Null,U
nepMACFLMACFL-15536,0.162,FORK,0.039,Null,Null,U
nepMACFLMACFL-15537,0.14,FORK,0.0303,Null,Null,U
nepMACFLMACFL-15538,0.148,FORK,0.0336,Null,Null,U
nepMACFLMACFL-15539,0.166,FORK,0.043,Null,Null,U
nepMACFLMACFL-15540,0.152,FORK,0.0366,Null,Null,U
nepMACFLMACFL-15541,0.152,FORK,0.0339,Null,Null,U
nepMACFLMACFL-15542,0.15,FORK,0.032,Null,Null,U
nepMACFLMACFL-15543,0.155,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15544,0.159,FORK,0.0417,Null,Null,U
nepMACFLMACFL-15545,0.16,FORK,0.0405,Null,Null,U
nepMACFLMACFL-15546,0.145,FORK,0.0292,Null,Null,U
nepMACFLMACFL-15547,0.165,FORK,0.0431,Null,Null,U
nepMACFLMACFL-15548,0.159,FORK,0.0361,Null,Null,U
nepMACFLMACFL-15549,0.16,FORK,0.0374,Null,Null,U
nepMACFLMACFL-15550,0.155,FORK,0.0377,Null,Null,U
nepMACFLMACFL-15551,0.16,FORK,0.0415,Null,Null,U
nepMACFLMACFL-15552,0.148,FORK,0.033,Null,Null,U
nepMACFLMACFL-15553,0.149,FORK,0.0321,Null,Null,U
nepMACFLMACFL-15554,0.165,FORK,0.0452,Null,Null,U
nepMACFLMACFL-15555,0.172,FORK,0.054,Null,Null,U
nepMACFLMACFL-15556,0.166,FORK,0.0469,Null,Null,U
nepMACFLMACFL-15557,0.161,FORK,0.0473,Null,Null,U
nepMACFLMACFL-15558,0.16,FORK,0.0464,Null,Null,U
nepMACFLMACFL-15559,0.164,FORK,0.0469,Null,Null,U
nepMACFLMACFL-15560,0.154,FORK,0.0383,Null,Null,U
nepMACFLMACFL-15561,0.143,FORK,0.0313,Null,Null,U
nepMACFLMACFL-15562,0.151,FORK,0.0346,Null,Null,U
nepMACFLMACFL-15563,0.158,FORK,0.0423,Null,Null,U
nepMACFLMACFL-15564,0.152,FORK,0.0359,Null,Null,U
nepMACFLMACFL-15565,0.168,FORK,0.0507,Null,Null,U
nepMACFLMACFL-15566,0.147,FORK,0.0353,Null,Null,U
nepMACFLMACFL-15567,0.162,FORK,0.0444,Null,Null,U
nepMACFLMACFL-15568,0.153,FORK,0.0375,Null,Null,U
nepMACFLMACFL-15569,0.143,FORK,0.0339,Null,Null,U
nepMACFLMACFL-15570,0.157,FORK,0.0427,Null,Null,U
nepMACFLMACFL-15571,0.15,FORK,0.0343,Null,Null,U
nepMACFLMACFL-15572,0.145,FORK,0.0307,Null,Null,U
nepMACFLMACFL-15573,0.148,FORK,0.0328,Null,Null,U
nepMACFLMACFL-15574,0.148,FORK,0.0342,Null,Null,U
nepMACFLMACFL-15575,0.156,FORK,0.0387,Null,Null,U
nepMACFLMACFL-15576,0.147,FORK,0.0313,Null,Null,U
nepMACFLMACFL-15577,0.163,FORK,0.0453,Null,Null,U
nepMACFLMACFL-15578,0.162,FORK,0.0459,Null,Null,U
nepMACFLMACFL-15579,0.145,FORK,0.0322,Null,Null,U
nepMACFLMACFL-15580,0.139,FORK,0.0304,Null,Null,U
nepMACFLMACFL-15581,0.147,FORK,0.0317,Null,Null,U
nepMACFLMACFL-15582,0.153,FORK,0.0363,Null,Null,U
nepMACFLMACFL-15583,0.151,FORK,0.0345,Null,Null,U
nepMACFLMACFL-15584,0.145,FORK,0.0295,Null,Null,U
nepMACFLMACFL-15585,0.156,FORK,0.0358,Null,Null,U
nepMACFLMACFL-15586,0.157,FORK,0.0422,Null,Null,U
nepMACFLMACFL-15587,0.156,FORK,0.0382,Null,Null,U
nepMACFLMACFL-15588,0.157,FORK,0.0389,Null,Null,U
nepMACFLMACFL-15589,0.148,FORK,0.0318,Null,Null,U
nepMACFLMACFL-15590,0.15,FORK,0.034,Null,Null,U
nepMACFLMACFL-15591,0.158,FORK,0.0399,Null,Null,U
nepMACFLMACFL-15592,0.16,FORK,0.0413,Null,Null,U
nepMACFLMACFL-15593,0.155,FORK,0.0375,Null,Null,U
nepMACFLMACFL-15594,0.16,FORK,0.0414,Null,Null,U
nepMACFLMACFL-15595,0.152,FORK,0.0353,Null,Null,U
nepMACFLMACFL-15596,0.165,FORK,0.0503,Null,Null,U
nepMACFLMACFL-15597,0.153,FORK,0.0372,Null,Null,U
nepMACFLMACFL-15598,0.157,FORK,0.0399,Null,Null,U
nepMACFLMACFL-15599,0.162,FORK,0.0402,Null,Null,U
nepMACFLMACFL-15600,0.15,FORK,0.036,Null,Null,U
nepMACFLMACFL-15601,0.145,FORK,0.0294,Null,Null,U
nepMACFLMACFL-15602,0.155,FORK,0.0394,Null,Null,U
nepMACFLMACFL-15603,0.16,FORK,0.0442,Null,Null,U
nepMACFLMACFL-15604,0.144,FORK,0.031,Null,Null,U
nepMACFLMACFL-15605,0.149,FORK,0.0325,Null,Null,U
nepMACFLMACFL-15606,0.169,FORK,0.0497,Null,Null,U
nepMACFLMACFL-15607,0.159,FORK,0.0384,Null,Null,U
nepMACFLMACFL-15608,0.165,FORK,0.0443,Null,Null,U
nepMACFLMACFL-15609,0.165,FORK,0.0465,Null,Null,U
nepMACFLMACFL-15610,0.153,FORK,0.0363,Null,Null,U
nepMACFLMACFL-15611,0.15,FORK,0.0346,Null,Null,U
nepMACFLMACFL-15612,0.172,FORK,0.0516,Null,Null,U
nepMACFLMACFL-15613,0.165,FORK,0.0455,Null,Null,U
nepMACFLMACFL-15614,0.166,FORK,0.0489,Null,Null,U
nepMACFLMACFL-15615,0.146,FORK,0.0296,Null,Null,U
nepMACFLMACFL-15616,0.173,FORK,0.0536,Null,Null,U
nepMACFLMACFL-15617,0.144,FORK,0.0294,Null,Null,U
nepMACFLMACFL-15618,0.16,FORK,0.0427,Null,Null,U
nepMACFLMACFL-15619,0.165,FORK,0.0465,Null,Null,U
nepMACFLMACFL-15620,0.175,FORK,0.0541,Null,Null,U
nepMACFLMACFL-15621,0.149,FORK,0.0329,Null,Null,U
nepMACFLMACFL-15622,0.168,FORK,0.0452,Null,Null,U
nepMACFLMACFL-15623,0.169,FORK,0.0495,Null,Null,U
nepMACFLMACFL-15624,0.147,FORK,0.0316,Null,Null,U
nepMACFLMACFL-15625,0.147,FORK,0.0306,Null,Null,U
nepMACFLMACFL-15626,0.154,FORK,0.0377,Null,Null,U
nepMACFLMACFL-15627,0.155,FORK,0.0372,Null,Null,U
nepMACFLMACFL-15628,0.159,FORK,0.0404,Null,Null,U
nepMACFLMACFL-15629,0.15,FORK,0.0339,Null,Null,U
nepMACFLMACFL-15630,0.15,FORK,0.0336,Null,Null,U
nepMACFLMACFL-15631,0.155,FORK,0.0406,Null,Null,U
nepMACFLMACFL-15632,0.153,FORK,0.0365,Null,Null,U
nepMACFLMACFL-15633,0.156,FORK,0.04,Null,Null,U
nepMACFLMACFL-15634,0.154,FORK,0.0384,Null,Null,U
nepMACFLMACFL-15635,0.145,FORK,0.0297,Null,Null,U
nepMACFLMACFL-15636,0.153,FORK,0.0365,Null,Null,U
nepMACFLMACFL-15637,0.155,FORK,0.0389,Null,Null,U
nepMACFLMACFL-15638,0.155,FORK,0.0385,Null,Null,U
nepMACFLMACFL-15639,0.144,FORK,0.0319,Null,Null,U
nepMACFLMACFL-15640,0.164,FORK,0.0362,Null,Null,U
nepMACFLMACFL-15641,0.146,FORK,0.0326,Null,Null,U
nepMACFLMACFL-15642,0.148,FORK,0.0327,Null,Null,U
nepMACFLMACFL-15643,0.173,FORK,0.0607,Null,Null,U
nepMACFLMACFL-15644,0.149,FORK,0.0322,Null,Null,U
nepMACFLMACFL-15645,0.16,FORK,0.0416,Null,Null,U
nepMACFLMACFL-15646,0.153,FORK,0.0376,Null,Null,U
nepMACFLMACFL-15647,0.16,FORK,0.0457,Null,Null,U
nepMACFLMACFL-15648,0.155,FORK,0.0406,Null,Null,U
nepMACFLMACFL-15649,0.15,FORK,0.034,Null,Null,U
nepMACFLMACFL-15650,0.148,FORK,0.0332,Null,Null,U
nepMACFLMACFL-15651,0.149,FORK,0.0321,Null,Null,U
nepMACFLMACFL-15652,0.152,FORK,0.0369,Null,Null,U
nepMACFLMACFL-15653,0.162,FORK,0.0393,Null,Null,U
nepMACFLMACFL-15654,0.144,FORK,0.0314,Null,Null,U
nepMACFLMACFL-15655,0.15,FORK,0.0359,Null,Null,U
nepMACFLMACFL-15656,0.155,FORK,0.039,Null,Null,U
nepMACFLMACFL-15657,0.15,FORK,0.0326,Null,Null,U
nepMACFLMACFL-15658,0.15,FORK,0.0331,Null,Null,U
nepMACFLMACFL-15659,0.15,FORK,0.0349,Null,Null,U
nepMACFLMACFL-15660,0.16,FORK,0.0453,Null,Null,U
nepMACFLMACFL-15661,0.159,FORK,0.039,Null,Null,U
nepMACFLMACFL-15662,0.149,FORK,0.035,Null,Null,U
nepMACFLMACFL-15663,0.145,FORK,0.0307,Null,Null,U
nepMACFLMACFL-15664,0.147,FORK,0.0317,Null,Null,U
nepMACFLMACFL-15665,0.151,FORK,0.036,Null,Null,U
nepMACFLMACFL-15666,0.16,FORK,0.0438,Null,Null,U
nepMACFLMACFL-15667,0.145,FORK,0.0312,Null,Null,U
nepMACFLMACFL-15668,0.161,FORK,0.0425,Null,Null,U
nepMACFLMACFL-15669,0.144,FORK,0.0301,Null,Null,U
nepMACFLMACFL-15670,0.17,FORK,0.0504,Null,Null,U
nepMACFLMACFL-15671,0.168,FORK,0.0506,Null,Null,U
nepMACFLMACFL-15672,0.155,FORK,0.0372,Null,Null,U
nepMACFLMACFL-15673,0.156,FORK,0.0415,Null,Null,U
nepMACFLMACFL-15674,0.166,FORK,0.0477,Null,Null,U
nepMACFLMACFL-15675,0.146,FORK,0.0323,Null,Null,U
nepMACFLMACFL-15676,0.165,FORK,0.0477,Null,Null,U
nepMACFLMACFL-15677,0.155,FORK,0.0377,Null,Null,U
nepMACFLMACFL-15678,0.145,FORK,0.0329,Null,Null,U
nepMACFLMACFL-15679,0.15,FORK,0.0335,Null,Null,U
nepMACFLMACFL-15680,0.149,FORK,0.0331,Null,Null,U
nepMACFLMACFL-15681,0.157,FORK,0.0375,Null,Null,U
nepMACFLMACFL-15682,0.159,FORK,0.0402,Null,Null,U
nepMACFLMACFL-15683,0.155,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15684,0.15,FORK,0.0362,Null,Null,U
nepMACFLMACFL-15685,0.15,FORK,0.0348,Null,Null,U
nepMACFLMACFL-15686,0.15,FORK,0.0364,Null,Null,U
nepMACFLMACFL-15687,0.155,FORK,0.0369,Null,Null,U
nepMACFLMACFL-15688,0.153,FORK,0.035,Null,Null,U
nepMACFLMACFL-15689,0.157,FORK,0.0399,Null,Null,U
nepMACFLMACFL-15690,0.164,FORK,0.0454,Null,Null,U
nepMACFLMACFL-15691,0.153,FORK,0.0358,Null,Null,U
nepMACFLMACFL-15692,0.156,FORK,0.0375,Null,Null,U
nepMACFLMACFL-15693,0.143,FORK,0.0294,Null,Null,U
nepMACFLMACFL-15694,0.155,FORK,0.038,Null,Null,U
nepMACFLMACFL-15695,0.167,FORK,0.0465,Null,Null,U
nepMACFLMACFL-15696,0.158,FORK,0.0427,Null,Null,U
nepMACFLMACFL-15697,0.162,FORK,0.0441,Null,Null,U
nepMACFLMACFL-15698,0.155,FORK,0.0402,Null,Null,U
nepMACFLMACFL-15699,0.143,FORK,0.0301,Null,Null,U
nepMACFLMACFL-15700,0.146,FORK,0.0334,Null,Null,U
nepMACFLMACFL-15701,0.145,FORK,0.0309,Null,Null,U
nepMACFLMACFL-15702,0.171,FORK,0.0556,Null,Null,U
nepMACFLMACFL-15703,0.142,FORK,0.029,Null,Null,U
nepMACFLMACFL-15704,0.147,FORK,0.0338,Null,Null,U
nepMACFLMACFL-15705,0.163,FORK,0.0436,Null,Null,U
nepMACFLMACFL-15706,0.159,FORK,0.0369,Null,Null,U
nepMACFLMACFL-15707,0.154,FORK,0.0361,Null,Null,U
nepMACFLMACFL-15708,0.149,FORK,0.0339,Null,Null,U
nepMACFLMACFL-15709,0.144,FORK,0.0281,Null,Null,U
nepMACFLMACFL-15710,0.157,FORK,0.0382,Null,Null,U
nepMACFLMACFL-15711,0.15,FORK,0.0342,Null,Null,U
nepMACFLMACFL-15712,0.146,FORK,0.0295,Null,Null,U
nepMACFLMACFL-15713,0.145,FORK,0.0292,Null,Null,U
nepMACFLMACFL-15714,0.16,FORK,0.0367,Null,Null,U
nepMACFLMACFL-15715,0.15,FORK,0.0328,Null,Null,U
nepMACFLMACFL-15716,0.158,FORK,0.0382,Null,Null,U
nepMACFLMACFL-15717,0.149,FORK,0.0322,Null,Null,U
nepMACFLMACFL-15718,0.17,FORK,0.0528,Null,Null,U
nepMACFLMACFL-15719,0.151,FORK,0.0357,Null,Null,U
nepMACFLMACFL-15720,0.155,FORK,0.0336,Null,Null,U
nepMACFLMACFL-15721,0.157,FORK,0.0355,Null,Null,U
nepMACFLMACFL-15722,0.165,FORK,0.0474,Null,Null,U
nepMACFLMACFL-15723,0.15,FORK,0.032,Null,Null,U
nepMACFLMACFL-15724,0.16,FORK,0.0408,Null,Null,U
nepMACFLMACFL-15725,0.166,FORK,0.0457,Null,Null,U
nepMACFLMACFL-15726,0.163,FORK,0.0412,Null,Null,U
nepMACFLMACFL-15727,0.163,FORK,0.0431,Null,Null,U
nepMACFLMACFL-15728,0.154,FORK,0.033,Null,Null,U
nepMACFLMACFL-15729,0.16,FORK,0.0397,Null,Null,U
nepMACFLMACFL-15730,0.156,FORK,0.0393,Null,Null,U
nepMACFLMACFL-15731,0.166,FORK,0.0482,Null,Null,U
nepMACFLMACFL-15732,0.168,FORK,0.0512,Null,Null,U
nepMACFLMACFL-15733,0.159,FORK,0.0393,Null,Null,U
nepMACFLMACFL-15734,0.174,FORK,0.0536,Null,Null,U
nepMACFLMACFL-15735,0.173,FORK,0.0508,Null,Null,U
nepMACFLMACFL-15736,0.165,FORK,0.0444,Null,Null,U
nepMACFLMACFL-15737,0.168,FORK,0.0591,Null,Null,U
nepMACFLMACFL-15738,0.158,FORK,0.0395,Null,Null,U
nepMACFLMACFL-15739,0.182,FORK,0.0603,Null,Null,U
nepMACFLMACFL-15740,0.163,FORK,0.0411,Null,Null,U
nepMACFLMACFL-15741,0.168,FORK,0.0511,Null,Null,U
nepMACFLMACFL-15742,0.153,FORK,0.0382,Null,Null,U
nepMACFLMACFL-15743,0.18,FORK,0.0623,Null,Null,U
nepMACFLMACFL-15744,0.152,FORK,0.0396,Null,Null,U
nepMACFLMACFL-15745,0.145,FORK,0.031,Null,Null,U
nepMACFLMACFL-15746,0.16,FORK,0.0408,Null,Null,U
nepMACFLMACFL-15747,0.154,FORK,0.0389,Null,Null,U
nepMACFLMACFL-15748,0.164,FORK,0.0411,Null,Null,U
nepMACFLMACFL-15749,0.182,FORK,0.0631,Null,Null,U
nepMACFLMACFL-15750,0.167,FORK,0.0464,Null,Null,U
nepMACFLMACFL-15751,0.151,FORK,0.0333,Null,Null,U
nepMACFLMACFL-15752,0.154,FORK,0.0346,Null,Null,U
nepMACFLMACFL-15753,0.168,FORK,0.0492,Null,Null,U
nepMACFLMACFL-15754,0.157,FORK,0.0391,Null,Null,U
nepMACFLMACFL-15755,0.15,FORK,0.0258,Null,Null,U
nepMACFLMACFL-15756,0.158,FORK,0.0426,Null,Null,U
nepMACFLMACFL-15757,0.169,FORK,0.0474,Null,Null,U
nepMACFLMACFL-15758,0.17,FORK,0.059,Null,Null,U
nepMACFLMACFL-15759,0.15,FORK,0.0367,Null,Null,U
nepMACFLMACFL-15760,0.148,FORK,0.0348,Null,Null,U
nepMACFLMACFL-15761,0.172,FORK,0.0481,Null,Null,U
nepMACFLMACFL-15762,0.18,FORK,0.0624,Null,Null,U
nepMACFLMACFL-15763,0.195,FORK,0.0737,Null,Null,U
nepMACFLMACFL-15764,0.169,FORK,0.0505,Null,Null,U
nepMACFLMACFL-15765,0.162,FORK,0.0499,Null,Null,U
nepMACFLMACFL-15766,0.158,FORK,0.039,Null,Null,U
nepMACFLMACFL-15767,0.148,FORK,0.0324,Null,Null,U
nepMACFLMACFL-15768,0.168,FORK,0.0465,Null,Null,U
nepMACFLMACFL-15769,0.168,FORK,0.0505,Null,Null,U
nepMACFLMACFL-15770,0.168,FORK,0.0462,Null,Null,U
nepMACFLMACFL-15771,0.168,FORK,0.0487,Null,Null,U
nepMACFLMACFL-15772,0.164,FORK,0.0473,Null,Null,U
nepMACFLMACFL-15773,0.179,FORK,0.0599,Null,Null,U
nepMACFLMACFL-15774,0.187,FORK,0.0663,Null,Null,U
nepMACFLMACFL-15775,0.16,FORK,0.0432,Null,Null,U
nepMACFLMACFL-15776,0.155,FORK,0.0372,Null,Null,U
nepMACFLMACFL-15777,0.162,FORK,0.0423,Null,Null,U
nepMACFLMACFL-15778,0.15,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15779,0.165,FORK,0.0483,Null,Null,U
nepMACFLMACFL-15780,0.155,FORK,0.0386,Null,Null,U
nepMACFLMACFL-15781,0.149,FORK,0.0315,Null,Null,U
nepMACFLMACFL-15782,0.161,FORK,0.0428,Null,Null,U
nepMACFLMACFL-15783,0.198,FORK,0.0823,Null,Null,U
nepMACFLMACFL-15784,0.147,FORK,0.0311,Null,Null,U
nepMACFLMACFL-15785,0.173,FORK,0.0536,Null,Null,U
nepMACFLMACFL-15786,0.162,FORK,0.0465,Null,Null,U
nepMACFLMACFL-15787,0.163,FORK,0.0443,Null,Null,U
nepMACFLMACFL-15788,0.166,FORK,0.0487,Null,Null,U
nepMACFLMACFL-15789,0.148,FORK,0.0332,Null,Null,U
nepMACFLMACFL-15790,0.171,FORK,0.0524,Null,Null,U
nepMACFLMACFL-15791,0.178,FORK,0.0578,Null,Null,U
nepMACFLMACFL-15792,0.155,FORK,0.0399,Null,Null,U
nepMACFLMACFL-15793,0.159,FORK,0.0416,Null,Null,U
nepMACFLMACFL-15794,0.178,FORK,0.0605,Null,Null,U
nepMACFLMACFL-15795,0.16,FORK,0.0409,Null,Null,U
nepMACFLMACFL-15796,0.166,FORK,0.0444,Null,Null,U
nepMACFLMACFL-15797,0.159,FORK,0.0429,Null,Null,U
nepMACFLMACFL-15798,0.16,FORK,0.0481,Null,Null,U
nepMACFLMACFL-15799,0.174,FORK,0.0515,Null,Null,U
nepMACFLMACFL-15800,0.155,FORK,0.0385,Null,Null,U
nepMACFLMACFL-15801,0.167,FORK,0.0489,Null,Null,U
nepMACFLMACFL-15802,0.173,FORK,0.0516,Null,Null,U
nepMACFLMACFL-15803,0.164,FORK,0.0421,Null,Null,U
nepMACFLMACFL-15804,0.156,FORK,0.0387,Null,Null,U
nepMACFLMACFL-15805,0.181,FORK,0.0633,Null,Null,U
nepMACFLMACFL-15806,0.163,FORK,0.0454,Null,Null,U
nepMACFLMACFL-15807,0.156,FORK,0.0419,Null,Null,U
nepMACFLMACFL-15808,0.172,FORK,0.0567,Null,Null,U
nepMACFLMACFL-15809,0.163,FORK,0.0448,Null,Null,U
nepMACFLMACFL-15810,0.185,FORK,0.0651,Null,Null,U
nepMACFLMACFL-15811,0.181,FORK,0.0617,Null,Null,U
nepMACFLMACFL-15812,0.155,FORK,0.0404,Null,Null,U
nepMACFLMACFL-15813,0.171,FORK,0.0521,Null,Null,U
nepMACFLMACFL-15814,0.158,FORK,0.0436,Null,Null,U
nepMACFLMACFL-15815,0.15,FORK,0.0367,Null,Null,U
nepMACFLMACFL-15816,0.172,FORK,0.0531,Null,Null,U
nepMACFLMACFL-15817,0.164,FORK,0.0431,Null,Null,U
nepMACFLMACFL-15818,0.159,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15819,0.165,FORK,0.0445,Null,Null,U
nepMACFLMACFL-15820,0.156,FORK,0.0393,Null,Null,U
nepMACFLMACFL-15821,0.154,FORK,0.0373,Null,Null,U
nepMACFLMACFL-15822,0.17,FORK,0.0536,Null,Null,U
nepMACFLMACFL-15823,0.172,FORK,0.0512,Null,Null,U
nepMACFLMACFL-15824,0.173,FORK,0.0533,Null,Null,U
nepMACFLMACFL-15825,0.164,FORK,0.0486,Null,Null,U
nepMACFLMACFL-15826,0.153,FORK,0.0372,Null,Null,U
nepMACFLMACFL-15827,0.179,FORK,0.0572,Null,Null,U
nepMACFLMACFL-15828,0.153,FORK,0.0327,Null,Null,U
nepMACFLMACFL-15829,0.178,FORK,0.06,Null,Null,U
nepMACFLMACFL-15830,0.155,FORK,0.037,Null,Null,U
nepMACFLMACFL-15831,0.189,FORK,0.0723,Null,Null,U
nepMACFLMACFL-15832,0.163,FORK,0.0425,Null,Null,U
nepMACFLMACFL-15833,0.174,FORK,0.0513,Null,Null,U
nepMACFLMACFL-15834,0.16,FORK,0.0422,Null,Null,U
nepMACFLMACFL-15835,0.183,FORK,0.0689,Null,Null,U
