animal_guid,length,length_type,weight,life_stage,age,sex
nepMACFLMACFL-15836,0.172,FORK,0.0559,Null,Null,U
nepMACFLMACFL-15837,0.17,FORK,0.0521,Null,Null,U
nepMACFLMACFL-15838,0.17,FORK,0.054,Null,Null,U
nepMACFLMACFL-15839,0.182,FORK,0.063,Null,Null,U
nepMACFLMACFL-15840,0.152,FORK,0.0404,Null,Null,U
nepMACFLMACFL-15841,0.178,FORK,0.0596,Null,Null,U
nepMACFLMACFL-15842,0.181,FORK,0.0656,Null,Null,U
nepMACFLMACFL-15843,0.151,FORK,0.0377,Null,Null,U
nepMACFLMACFL-15844,0.179,FORK,0.0617,Null,Null,U
nepMACFLMACFL-15845,0.158,FORK,0.0421,Null,Null,U
nepMACFLMACFL-15846,0.152,FORK,0.0376,Null,Null,U
nepMACFLMACFL-15847,0.171,FORK,0.051,Null,Null,U
nepMACFLMACFL-15848,0.189,FORK,0.0694,Null,Null,U
nepMACFLMACFL-15849,0.16,FORK,0.0459,Null,Null,U
nepMACFLMACFL-15850,0.17,FORK,0.0492,Null,Null,U
nepMACFLMACFL-15851,0.15,FORK,0.0352,Null,Null,U
nepMACFLMACFL-15852,0.165,FORK,0.0439,Null,Null,U
nepMACFLMACFL-15853,0.148,FORK,0.0353,Null,Null,U
nepMACFLMACFL-15854,0.141,FORK,0.0308,Null,Null,U
nepMACFLMACFL-15855,0.153,FORK,0.0364,Null,Null,U
nepMACFLMACFL-15856,0.168,FORK,0.0488,Null,Null,U
nepMACFLMACFL-15857,0.174,FORK,0.0523,Null,Null,U
nepMACFLMACFL-15858,0.159,FORK,0.0399,Null,Null,U
nepMACFLMACFL-15859,0.158,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15860,0.157,FORK,0.0398,Null,Null,U
nepMACFLMACFL-15861,0.143,FORK,0.0332,Null,Null,U
nepMACFLMACFL-15862,0.171,FORK,0.0489,Null,Null,U
nepMACFLMACFL-15863,0.145,FORK,0.0323,Null,Null,U
nepMACFLMACFL-15864,0.158,FORK,0.0396,Null,Null,U
nepMACFLMACFL-15865,0.172,FORK,0.0485,Null,Null,U
nepMACFLMACFL-15866,0.158,FORK,0.0421,Null,Null,U
nepMACFLMACFL-15867,0.171,FORK,0.0444,Null,Null,U
nepMACFLMACFL-15868,0.159,FORK,0.0429,Null,Null,U
nepMACFLMACFL-15869,0.157,FORK,0.0374,Null,Null,U
nepMACFLMACFL-15870,0.155,FORK,0.0383,Null,Null,U
nepMACFLMACFL-15871,0.16,FORK,0.0409,Null,Null,U
nepMACFLMACFL-15872,0.166,FORK,0.0428,Null,Null,U
nepMACFLMACFL-15873,0.185,FORK,0.064,Null,Null,U
nepMACFLMACFL-15874,0.172,FORK,0.0511,Null,Null,U
nepMACFLMACFL-15875,0.179,FORK,0.0598,Null,Null,U
nepMACFLMACFL-15876,0.168,FORK,0.0507,Null,Null,U
nepMACFLMACFL-15877,0.173,FORK,0.0549,Null,Null,U
nepMACFLMACFL-15878,0.148,FORK,0.0321,Null,Null,U
nepMACFLMACFL-15879,0.16,FORK,0.0466,Null,Null,U
nepMACFLMACFL-15880,0.165,FORK,0.0481,Null,Null,U
nepMACFLMACFL-15881,0.172,FORK,0.0544,Null,Null,U
nepMACFLMACFL-15882,0.154,FORK,0.0359,Null,Null,U
nepMACFLMACFL-15883,0.164,FORK,0.044,Null,Null,U
nepMACFLMACFL-15884,0.169,FORK,0.0511,Null,Null,U
nepMACFLMACFL-15885,0.169,FORK,0.057,Null,Null,U
nepMACFLMACFL-15886,0.154,FORK,0.0404,Null,Null,U
nepMACFLMACFL-15887,0.159,FORK,0.043,Null,Null,U
nepMACFLMACFL-15888,0.183,FORK,0.0625,Null,Null,U
nepMACFLMACFL-15889,0.168,FORK,0.0473,Null,Null,U
nepMACFLMACFL-15890,0.161,FORK,0.044,Null,Null,U
nepMACFLMACFL-15891,0.171,FORK,0.0501,Null,Null,U
nepMACFLMACFL-15892,0.168,FORK,0.0478,Null,Null,U
nepMACFLMACFL-15893,0.174,FORK,0.0546,Null,Null,U
nepMACFLMACFL-15894,0.159,FORK,0.0312,Null,Null,U
nepMACFLMACFL-15895,0.149,FORK,0.0338,Null,Null,U
nepMACFLMACFL-15896,0.16,FORK,0.0427,Null,Null,U
nepMACFLMACFL-15897,0.172,FORK,0.0476,Null,Null,U
nepMACFLMACFL-15898,0.163,FORK,0.0432,Null,Null,U
nepMACFLMACFL-15899,0.179,FORK,0.0555,Null,Null,U
nepMACFLMACFL-15900,0.184,FORK,0.0648,Null,Null,U
nepMACFLMACFL-15901,0.167,FORK,0.0413,Null,Null,U
nepMACFLMACFL-15902,0.162,FORK,0.0439,Null,Null,U
nepMACFLMACFL-15903,0.152,FORK,0.0364,Null,Null,U
nepMACFLMACFL-15904,0.156,FORK,0.0422,Null,Null,U
nepMACFLMACFL-15905,0.164,FORK,0.0445,Null,Null,U
nepMACFLMACFL-15906,0.148,FORK,0.0319,Null,Null,U
nepMACFLMACFL-15907,0.162,FORK,0.0443,Null,Null,U
nepMACFLMACFL-15908,0.169,FORK,0.0499,Null,Null,U
nepMACFLMACFL-15909,0.154,FORK,0.0386,Null,Null,U
nepMACFLMACFL-15910,0.165,FORK,0.0463,Null,Null,U
nepMACFLMACFL-15911,0.163,FORK,0.0418,Null,Null,U
nepMACFLMACFL-15912,0.16,FORK,0.0402,Null,Null,U
nepMACFLMACFL-15913,0.187,FORK,0.0734,Null,Null,U
nepMACFLMACFL-15914,0.168,FORK,0.0456,Null,Null,U
nepMACFLMACFL-15915,0.16,FORK,0.0421,Null,Null,U
nepMACFLMACFL-15916,0.174,FORK,0.0534,Null,Null,U
nepMACFLMACFL-15917,0.17,FORK,0.049,Null,Null,U
nepMACFLMACFL-15918,0.168,FORK,0.0474,Null,Null,U
nepMACFLMACFL-15919,0.169,FORK,0.0493,Null,Null,U
nepMACFLMACFL-15920,0.178,FORK,0.062,Null,Null,U
nepMACFLMACFL-15921,0.152,FORK,0.0363,Null,Null,U
nepMACFLMACFL-15922,0.174,FORK,0.0581,Null,Null,U
nepMACFLMACFL-15923,0.151,FORK,0.036,Null,Null,U
nepMACFLMACFL-15924,0.16,FORK,0.0433,Null,Null,U
nepMACFLMACFL-15925,0.152,FORK,0.0343,Null,Null,U
nepMACFLMACFL-15926,0.15,FORK,0.034,Null,Null,U
nepMACFLMACFL-15927,0.163,FORK,0.043,Null,Null,U
nepMACFLMACFL-15928,0.171,FORK,0.0515,Null,Null,U
nepMACFLMACFL-15929,0.19,FORK,0.0755,Null,Null,U
nepMACFLMACFL-15930,0.178,FORK,0.0647,Null,Null,U
nepMACFLMACFL-15931,0.184,FORK,0.0688,Null,Null,U
nepMACFLMACFL-15932,0.178,FORK,0.0605,Null,Null,U
nepMACFLMACFL-15933,0.161,FORK,0.0537,Null,Null,U
nepMACFLMACFL-15934,0.159,FORK,0.0435,Null,Null,U
nepMACFLMACFL-15935,0.191,FORK,0.0808,Null,Null,U
nepMACFLMACFL-15936,0.179,FORK,0.063,Null,Null,U
nepMACFLMACFL-15937,0.166,FORK,0.0484,Null,Null,U
nepMACFLMACFL-15938,0.168,FORK,0.0514,Null,Null,U
nepMACFLMACFL-15939,0.171,FORK,0.0524,Null,Null,U
nepMACFLMACFL-15940,0.165,FORK,0.0471,Null,Null,U
nepMACFLMACFL-15941,0.153,FORK,0.0382,Null,Null,U
nepMACFLMACFL-15942,0.17,FORK,0.0523,Null,Null,U
nepMACFLMACFL-15943,0.17,FORK,0.0515,Null,Null,U
nepMACFLMACFL-15944,0.168,FORK,0.0498,Null,Null,U
nepMACFLMACFL-15945,0.175,FORK,0.0565,Null,Null,U
nepMACFLMACFL-15946,0.151,FORK,0.0355,Null,Null,U
nepMACFLMACFL-15947,0.178,FORK,0.0614,Null,Null,U
nepMACFLMACFL-15948,0.168,FORK,0.0513,Null,Null,U
nepMACFLMACFL-15949,0.159,FORK,0.0415,Null,Null,U
nepMACFLMACFL-15950,0.163,FORK,0.0447,Null,Null,U
nepMACFLMACFL-15951,0.144,FORK,0.0305,Null,Null,U
nepMACFLMACFL-15952,0.153,FORK,0.038,Null,Null,U
nepMACFLMACFL-15953,0.181,FORK,0.0634,Null,Null,U
nepMACFLMACFL-15954,0.173,FORK,0.0597,Null,Null,U
nepMACFLMACFL-15955,0.157,FORK,0.039,Null,Null,U
nepMACFLMACFL-15956,0.157,FORK,0.0391,Null,Null,U
nepMACFLMACFL-15957,0.163,FORK,0.0499,Null,Null,U
nepMACFLMACFL-15958,0.184,FORK,0.0679,Null,Null,U
nepMACFLMACFL-15959,0.175,FORK,0.0563,Null,Null,U
nepMACFLMACFL-15960,0.167,FORK,0.0492,Null,Null,U
nepMACFLMACFL-15961,0.172,FORK,0.0557,Null,Null,U
nepMACFLMACFL-15962,0.152,FORK,0.0355,Null,Null,U
nepMACFLMACFL-15963,0.155,FORK,0.0368,Null,Null,U
nepMACFLMACFL-15964,0.156,FORK,0.0413,Null,Null,U
nepMACFLMACFL-15965,0.154,FORK,0.0377,Null,Null,U
nepMACFLMACFL-15966,0.183,FORK,0.0664,Null,Null,U
nepMACFLMACFL-15967,0.18,FORK,0.0669,Null,Null,U
nepMACFLMACFL-15968,0.185,FORK,0.0734,Null,Null,U
nepMACFLMACFL-15969,0.166,FORK,0.0487,Null,Null,U
nepMACFLMACFL-15970,0.18,FORK,0.075,Null,Null,U
nepMACFLMACFL-15971,0.176,FORK,0.0635,Null,Null,U
nepMACFLMACFL-15972,0.172,FORK,0.0549,Null,Null,U
nepMACFLMACFL-15973,0.166,FORK,0.0503,Null,Null,U
nepMACFLMACFL-15974,0.179,FORK,0.0623,Null,Null,U
nepMACFLMACFL-15975,0.16,FORK,0.0442,Null,Null,U
nepMACFLMACFL-15976,0.162,FORK,0.0419,Null,Null,U
nepMACFLMACFL-15977,0.155,FORK,0.0387,Null,Null,U
nepMACFLMACFL-15978,0.145,FORK,0.0319,Null,Null,U
nepMACFLMACFL-15979,0.17,FORK,0.0506,Null,Null,U
nepMACFLMACFL-15980,0.181,FORK,0.0635,Null,Null,U
nepMACFLMACFL-15981,0.17,FORK,0.0541,Null,Null,U
nepMACFLMACFL-15982,0.192,FORK,0.0776,Null,Null,U
nepMACFLMACFL-15983,0.17,FORK,0.0512,Null,Null,U
nepMACFLMACFL-15984,0.148,FORK,0.0328,Null,Null,U
nepMACFLMACFL-15985,0.157,FORK,0.0452,Null,Null,U
nepMACFLMACFL-15986,0.152,FORK,0.0383,Null,Null,U
nepMACFLMACFL-15987,0.17,FORK,0.0524,Null,Null,U
nepMACFLMACFL-15988,0.146,FORK,0.0341,Null,Null,U
nepMACFLMACFL-15989,0.159,FORK,0.044,Null,Null,U
nepMACFLMACFL-15990,0.145,FORK,0.0328,Null,Null,U
nepMACFLMACFL-15991,0.153,FORK,0.0385,Null,Null,U
nepMACFLMACFL-15992,0.162,FORK,0.045,Null,Null,U
nepMACFLMACFL-15993,0.156,FORK,0.0394,Null,Null,U
nepMACFLMACFL-15994,0.153,FORK,0.0374,Null,Null,U
nepMACFLMACFL-15995,0.162,FORK,0.0452,Null,Null,U
nepMACFLMACFL-15996,0.182,FORK,0.0674,Null,Null,U
nepMACFLMACFL-15997,0.171,FORK,0.0506,Null,Null,U
nepMACFLMACFL-15998,0.181,FORK,0.0691,Null,Null,U
nepMACFLMACFL-15999,0.185,FORK,0.0727,Null,Null,U
nepMACFLMACFL-16000,0.178,FORK,0.0613,Null,Null,U
nepMACFLMACFL-16001,0.162,FORK,0.0442,Null,Null,U
nepMACFLMACFL-16002,0.184,FORK,0.0674,Null,Null,U
nepMACFLMACFL-16003,0.16,FORK,0.0424,Null,Null,U
nepMACFLMACFL-16004,0.158,FORK,0.0412,Null,Null,U
nepMACFLMACFL-16005,0.165,FORK,0.044,Null,Null,U
nepMACFLMACFL-16006,0.148,FORK,0.0339,Null,Null,U
nepMACFLMACFL-16007,0.191,FORK,0.0738,Null,Null,U
nepMACFLMACFL-16008,0.149,FORK,0.0318,Null,Null,U
nepMACFLMACFL-16009,0.157,FORK,0.0438,Null,Null,U
nepMACFLMACFL-16010,0.155,FORK,0.038,Null,Null,U
nepMACFLMACFL-16011,0.192,FORK,0.0758,Null,Null,U
nepMACFLMACFL-16012,0.185,FORK,0.0785,Null,Null,U
nepMACFLMACFL-16013,0.185,FORK,0.0708,Null,Null,U
nepMACFLMACFL-16014,0.17,FORK,0.0507,Null,Null,U
nepMACFLMACFL-16015,0.181,FORK,0.0606,Null,Null,U
nepMACFLMACFL-16016,0.18,FORK,0.0629,Null,Null,U
nepMACFLMACFL-16017,0.154,FORK,0.0393,Null,Null,U
nepMACFLMACFL-16018,0.189,FORK,0.0754,Null,Null,U
nepMACFLMACFL-16019,0.178,FORK,0.0625,Null,Null,U
nepMACFLMACFL-16020,0.169,FORK,0.0518,Null,Null,U
nepMACFLMACFL-16021,0.184,FORK,0.066,Null,Null,U
nepMACFLMACFL-16022,0.17,FORK,0.0538,Null,Null,U
nepMACFLMACFL-16023,0.175,FORK,0.0566,Null,Null,U
nepMACFLMACFL-16024,0.174,FORK,0.0596,Null,Null,U
nepMACFLMACFL-16025,0.152,FORK,0.0363,Null,Null,U
nepMACFLMACFL-16026,0.15,FORK,0.0343,Null,Null,U
nepMACFLMACFL-16027,0.15,FORK,0.0372,Null,Null,U
nepMACFLMACFL-16028,0.159,FORK,0.0441,Null,Null,U
nepMACFLMACFL-16029,0.186,FORK,0.0758,Null,Null,U
nepMACFLMACFL-16030,0.172,FORK,0.0542,Null,Null,U
nepMACFLMACFL-16031,0.16,FORK,0.0445,Null,Null,U
nepMACFLMACFL-16032,0.181,FORK,0.0709,Null,Null,U
nepMACFLMACFL-16033,0.163,FORK,0.044,Null,Null,U
nepMACFLMACFL-16034,0.163,FORK,0.0458,Null,Null,U
nepMACFLMACFL-16035,0.164,FORK,0.0472,Null,Null,U
nepMACFLMACFL-16036,0.156,FORK,0.0389,Null,Null,U
nepMACFLMACFL-16037,0.166,FORK,0.0515,Null,Null,U
nepMACFLMACFL-16038,0.155,FORK,0.0383,Null,Null,U
nepMACFLMACFL-16039,0.185,FORK,0.0731,Null,Null,U
nepMACFLMACFL-16040,0.175,FORK,0.0621,Null,Null,U
nepMACFLMACFL-16041,0.163,FORK,0.0461,Null,Null,U
nepMACFLMACFL-16042,0.188,FORK,0.0741,Null,Null,U
nepMACFLMACFL-16043,0.182,FORK,0.0644,Null,Null,U
nepMACFLMACFL-16044,0.168,FORK,0.0517,Null,Null,U
nepMACFLMACFL-16045,0.151,FORK,0.0406,Null,Null,U
nepMACFLMACFL-16046,0.155,FORK,0.039,Null,Null,U
nepMACFLMACFL-16047,0.172,FORK,0.0567,Null,Null,U
nepMACFLMACFL-16048,0.155,FORK,0.0409,Null,Null,U
nepMACFLMACFL-16049,0.16,FORK,0.0444,Null,Null,U
nepMACFLMACFL-16050,0.15,FORK,0.0353,Null,Null,U
nepMACFLMACFL-16051,0.155,FORK,0.0406,Null,Null,U
nepMACFLMACFL-16052,0.152,FORK,0.0338,Null,Null,U
nepMACFLMACFL-16053,0.172,FORK,0.0562,Null,Null,U
nepMACFLMACFL-16054,0.183,FORK,0.0638,Null,Null,U
nepMACFLMACFL-16055,0.177,FORK,0.0571,Null,Null,U
nepMACFLMACFL-16056,0.18,FORK,0.0664,Null,Null,U
nepMACFLMACFL-16057,0.179,FORK,0.0614,Null,Null,U
nepMACFLMACFL-16058,0.174,FORK,0.0571,Null,Null,U
nepMACFLMACFL-16059,0.15,FORK,0.035,Null,Null,U
nepMACFLMACFL-16060,0.147,FORK,0.0339,Null,Null,U
nepMACFLMACFL-16061,0.154,FORK,0.0356,Null,Null,U
nepMACFLMACFL-16062,0.15,FORK,0.0346,Null,Null,U
nepMACFLMACFL-16063,0.147,FORK,0.0354,Null,Null,U
nepMACFLMACFL-16064,0.148,FORK,0.034,Null,Null,U
nepMACFLMACFL-16065,0.145,FORK,0.0336,Null,Null,U
nepMACFLMACFL-16066,0.164,FORK,0.047,Null,Null,U
nepMACFLMACFL-16067,0.179,FORK,0.0654,Null,Null,U
nepMACFLMACFL-16068,0.162,FORK,0.0466,Null,Null,U
nepMACFLMACFL-16069,0.156,FORK,0.0442,Null,Null,U
nepMACFLMACFL-16070,0.16,FORK,0.0451,Null,Null,U
nepMACFLMACFL-16071,0.152,FORK,0.0396,Null,Null,U
nepMACFLMACFL-16072,0.152,FORK,0.0397,Null,Null,U
nepMACFLMACFL-16073,0.163,FORK,0.0474,Null,Null,U
nepMACFLMACFL-16074,0.171,FORK,0.0533,Null,Null,U
nepMACFLMACFL-16075,0.147,FORK,0.0332,Null,Null,U
nepMACFLMACFL-16076,0.154,FORK,0.0377,Null,Null,U
nepMACFLMACFL-16077,0.152,FORK,0.0369,Null,Null,U
nepMACFLMACFL-16078,0.144,FORK,0.0325,Null,Null,U
nepMACFLMACFL-16079,0.186,FORK,0.0704,Null,Null,U
nepMACFLMACFL-16080,0.167,FORK,0.0498,Null,Null,U
nepMACFLMACFL-16081,0.162,FORK,0.0423,Null,Null,U
nepMACFLMACFL-16082,0.185,FORK,0.0714,Null,Null,U
nepMACFLMACFL-16083,0.168,FORK,0.0526,Null,Null,U
nepMACFLMACFL-16084,0.181,FORK,0.0623,Null,Null,U
nepMACFLMACFL-16085,0.151,FORK,0.0391,Null,Null,U
nepMACFLMACFL-16086,0.158,FORK,0.0396,Null,Null,U
nepMACFLMACFL-16087,0.198,FORK,0.0868,Null,Null,U
nepMACFLMACFL-16088,0.162,FORK,0.0437,Null,Null,U
nepMACFLMACFL-16089,0.204,FORK,0.1021,Null,Null,U
nepMACFLMACFL-16090,0.189,FORK,0.0714,Null,Null,U
nepMACFLMACFL-16091,0.178,FORK,0.0596,Null,Null,U
nepMACFLMACFL-16092,0.157,FORK,0.0412,Null,Null,U
nepMACFLMACFL-16093,0.165,FORK,0.0462,Null,Null,U
nepMACFLMACFL-16094,0.15,FORK,0.0356,Null,Null,U
nepMACFLMACFL-16095,0.152,FORK,0.036,Null,Null,U
nepMACFLMACFL-16096,0.148,FORK,0.0342,Null,Null,U
nepMACFLMACFL-16097,0.167,FORK,0.0497,Null,Null,U
nepMACFLMACFL-16098,0.158,FORK,0.0428,Null,Null,U
nepMACFLMACFL-16099,0.149,FORK,0.0335,Null,Null,U
nepMACFLMACFL-16100,0.178,FORK,0.0567,Null,Null,U
nepMACFLMACFL-16101,0.176,FORK,0.0594,Null,Null,U
nepMACFLMACFL-16102,0.174,FORK,0.0579,Null,Null,U
nepMACFLMACFL-16103,0.197,FORK,0.0829,Null,Null,U
nepMACFLMACFL-16104,0.167,FORK,0.0498,Null,Null,U
nepMACFLMACFL-16105,0.166,FORK,0.0486,Null,Null,U
nepMACFLMACFL-16106,0.168,FORK,0.0537,Null,Null,U
nepMACFLMACFL-16107,0.167,FORK,0.0468,Null,Null,U
nepMACFLMACFL-16108,0.164,FORK,0.0479,Null,Null,U
nepMACFLMACFL-16109,0.182,FORK,0.0656,Null,Null,U
nepMACFLMACFL-16110,0.202,FORK,0.0924,Null,Null,U
nepMACFLMACFL-16111,0.177,FORK,0.062,Null,Null,U
nepMACFLMACFL-16112,0.175,FORK,0.0596,Null,Null,U
nepMACFLMACFL-16113,0.17,FORK,0.0533,Null,Null,U
nepMACFLMACFL-16114,0.153,FORK,0.0361,Null,Null,U
nepMACFLMACFL-16115,0.183,FORK,0.0667,Null,Null,U
nepMACFLMACFL-16116,0.184,FORK,0.0658,Null,Null,U
nepMACFLMACFL-16117,0.184,FORK,0.0702,Null,Null,U
nepMACFLMACFL-16118,0.165,FORK,0.0496,Null,Null,U
nepMACFLMACFL-16119,0.153,FORK,0.0346,Null,Null,U
nepMACFLMACFL-16120,0.153,FORK,0.0363,Null,Null,U
nepMACFLMACFL-16121,0.174,FORK,0.0553,Null,Null,U
nepMACFLMACFL-16122,0.148,FORK,0.0338,Null,Null,U
nepMACFLMACFL-16123,0.162,FORK,0.0443,Null,Null,U
nepMACFLMACFL-16124,0.196,FORK,0.0879,Null,Null,U
nepMACFLMACFL-16125,0.164,FORK,0.0484,Null,Null,U
nepMACFLMACFL-16126,0.177,FORK,0.0553,Null,Null,U
nepMACFLMACFL-16127,0.172,FORK,0.0549,Null,Null,U
nepMACFLMACFL-16128,0.177,FORK,0.0626,Null,Null,U
nepMACFLMACFL-16129,0.183,FORK,0.065,Null,Null,U
nepMACFLMACFL-16130,0.16,FORK,0.0431,Null,Null,U
nepMACFLMACFL-16131,0.199,FORK,0.088,Null,Null,U
nepMACFLMACFL-16132,0.179,FORK,0.0621,Null,Null,U
nepMACFLMACFL-16133,0.165,FORK,0.0465,Null,Null,U
nepMACFLMACFL-16134,0.184,FORK,0.0702,Null,Null,U
nepMACFLMACFL-16135,0.17,FORK,0.0522,Null,Null,U
nepMACFLMACFL-16136,0.155,FORK,0.0367,Null,Null,U
nepMACFLMACFL-16137,0.16,FORK,0.043,Null,Null,U
nepMACFLMACFL-16138,0.193,FORK,0.0826,Null,Null,U
nepMACFLMACFL-16139,0.174,FORK,0.0531,Null,Null,U
nepMACFLMACFL-16140,0.187,FORK,0.0668,Null,Null,U
nepMACFLMACFL-16141,0.177,FORK,0.0578,Null,Null,U
nepMACFLMACFL-16142,0.179,FORK,0.0647,Null,Null,U
nepMACFLMACFL-16143,0.2,FORK,0.0901,Null,Null,U
nepMACFLMACFL-16144,0.177,FORK,0.0618,Null,Null,U
nepMACFLMACFL-16145,0.153,FORK,0.0365,Null,Null,U
nepMACFLMACFL-16146,0.171,FORK,0.0487,Null,Null,U
nepMACFLMACFL-16147,0.178,FORK,0.0614,Null,Null,U
nepMACFLMACFL-16148,0.163,FORK,0.0437,Null,Null,U
nepMACFLMACFL-16149,0.16,FORK,0.0426,Null,Null,U
nepMACFLMACFL-16150,0.18,FORK,0.0597,Null,Null,U
nepMACFLMACFL-16151,0.153,FORK,0.0355,Null,Null,U
nepMACFLMACFL-16152,0.157,FORK,0.0404,Null,Null,U
nepMACFLMACFL-16153,0.19,FORK,0.0743,Null,Null,U
nepMACFLMACFL-16154,0.159,FORK,0.0391,Null,Null,U
nepMACFLMACFL-16155,0.153,FORK,0.036,Null,Null,U
nepMACFLMACFL-16156,0.183,FORK,0.0718,Null,Null,U
nepMACFLMACFL-16157,0.193,FORK,0.0777,Null,Null,U
nepMACFLMACFL-16158,0.177,FORK,0.0566,Null,Null,U
nepMACFLMACFL-16159,0.175,FORK,0.0558,Null,Null,U
nepMACFLMACFL-16160,0.166,FORK,0.0488,Null,Null,U
nepMACFLMACFL-16161,0.162,FORK,0.0436,Null,Null,U
nepMACFLMACFL-16162,0.154,FORK,0.0363,Null,Null,U
nepMACFLMACFL-16163,0.165,FORK,0.0437,Null,Null,U
nepMACFLMACFL-16164,0.152,FORK,0.0349,Null,Null,U
nepMACFLMACFL-16165,0.178,FORK,0.0589,Null,Null,U
nepMACFLMACFL-16166,0.175,FORK,0.0565,Null,Null,U
nepMACFLMACFL-16167,0.158,FORK,0.0404,Null,Null,U
nepMACFLMACFL-16168,0.16,FORK,0.0444,Null,Null,U
nepMACFLMACFL-16169,0.195,FORK,0.0813,Null,Null,U
nepMACFLMACFL-16170,0.172,FORK,0.0579,Null,Null,U
nepMACFLMACFL-16171,0.182,FORK,0.0654,Null,Null,U
nepMACFLMACFL-16172,0.2,FORK,0.0817,Null,Null,U
nepMACFLMACFL-16173,0.161,FORK,0.044,Null,Null,U
nepMACFLMACFL-16174,0.15,FORK,0.0316,Null,Null,U
nepMACFLMACFL-16175,0.189,FORK,0.0736,Null,Null,U
nepMACFLMACFL-16176,0.174,FORK,0.0532,Null,Null,U
nepMACFLMACFL-16177,0.177,FORK,0.0566,Null,Null,U
nepMACFLMACFL-16178,0.168,FORK,0.0536,Null,Null,U
nepMACFLMACFL-16179,0.174,FORK,0.0604,Null,Null,U
nepMACFLMACFL-16180,0.189,FORK,0.0767,Null,Null,U
nepMACFLMACFL-16181,0.182,FORK,0.0641,Null,Null,U
nepMACFLMACFL-16182,0.175,FORK,0.0596,Null,Null,U
nepMACFLMACFL-16183,0.2,FORK,0.086,Null,Null,U
nepMACFLMACFL-16184,0.163,FORK,0.0466,Null,Null,U
nepMACFLMACFL-16185,0.186,FORK,0.0709,Null,Null,U
nepMACFLMACFL-16186,0.174,FORK,0.052,Null,Null,U
nepMACFLMACFL-16187,0.185,FORK,0.0689,Null,Null,U
nepMACFLMACFL-16188,0.173,FORK,0.0579,Null,Null,U
nepMACFLMACFL-16189,0.173,FORK,0.0548,Null,Null,U
nepMACFLMACFL-16190,0.163,FORK,0.0455,Null,Null,U
nepMACFLMACFL-16191,0.17,FORK,0.0538,Null,Null,U
nepMACFLMACFL-16192,0.168,FORK,0.0458,Null,Null,U
nepMACFLMACFL-16193,0.157,FORK,0.0415,Null,Null,U
nepMACFLMACFL-16194,0.175,FORK,0.0559,Null,Null,U
nepMACFLMACFL-16195,0.153,FORK,0.0368,Null,Null,U
nepMACFLMACFL-16196,0.162,FORK,0.0441,Null,Null,U
nepMACFLMACFL-16197,0.164,FORK,0.0479,Null,Null,U
nepMACFLMACFL-16198,0.161,FORK,0.0433,Null,Null,U
nepMACFLMACFL-16199,0.166,FORK,0.0498,Null,Null,U
nepMACFLMACFL-16200,0.166,FORK,0.0505,Null,Null,U
nepMACFLMACFL-16201,0.186,FORK,0.0699,Null,Null,U
nepMACFLMACFL-16202,0.179,FORK,0.0597,Null,Null,U
nepMACFLMACFL-16203,0.189,FORK,0.0719,Null,Null,U
nepMACFLMACFL-16204,0.189,FORK,0.0721,Null,Null,U
nepMACFLMACFL-16205,0.162,FORK,0.0404,Null,Null,U
nepMACFLMACFL-16206,0.157,FORK,0.0415,Null,Null,U
nepMACFLMACFL-16207,0.174,FORK,0.0569,Null,Null,U
nepMACFLMACFL-16208,0.172,FORK,0.0581,Null,Null,U
nepMACFLMACFL-16209,0.164,FORK,0.0472,Null,Null,U
nepMACFLMACFL-16210,0.177,FORK,0.0594,Null,Null,U
nepMACFLMACFL-16211,0.164,FORK,0.0466,Null,Null,U
nepMACFLMACFL-16212,0.164,FORK,0.0476,Null,Null,U
nepMACFLMACFL-16213,0.154,FORK,0.0396,Null,Null,U
nepMACFLMACFL-16214,0.149,FORK,0.0361,Null,Null,U
nepMACFLMACFL-16215,0.175,FORK,0.0614,Null,Null,U
nepMACFLMACFL-16216,0.18,FORK,0.0637,Null,Null,U
nepMACFLMACFL-16217,0.158,FORK,0.0446,Null,Null,U
nepMACFLMACFL-16218,0.184,FORK,0.0686,Null,Null,U
nepMACFLMACFL-16219,0.17,FORK,0.0557,Null,Null,U
nepMACFLMACFL-16220,0.178,FORK,0.0632,Null,Null,U
nepMACFLMACFL-16221,0.166,FORK,0.0464,Null,Null,U
nepMACFLMACFL-16222,0.156,FORK,0.0371,Null,Null,U
nepMACFLMACFL-16223,0.159,FORK,0.0436,Null,Null,U
nepMACFLMACFL-16224,0.184,FORK,0.0672,Null,Null,U
nepMACFLMACFL-16225,0.168,FORK,0.0494,Null,Null,U
nepMACFLMACFL-16226,0.179,FORK,0.0575,Null,Null,U
nepMACFLMACFL-16227,0.18,FORK,0.061,Null,Null,U
nepMACFLMACFL-16228,0.162,FORK,0.0448,Null,Null,U
nepMACFLMACFL-16229,0.161,FORK,0.0445,Null,Null,U
nepMACFLMACFL-16230,0.17,FORK,0.0497,Null,Null,U
nepMACFLMACFL-16231,0.16,FORK,0.0423,Null,Null,U
nepMACFLMACFL-16232,0.16,FORK,0.0434,Null,Null,U
nepMACFLMACFL-16233,0.163,FORK,0.048,Null,Null,U
nepMACFLMACFL-16234,0.151,FORK,0.038,Null,Null,U
nepMACFLMACFL-16235,0.15,FORK,0.0363,Null,Null,U
