recovery_id,recovery_project_reference,datacenter_reference,deployment_id,recovery_guid,recovery_latitude,recovery_longitude,recovery_datetime_utc,recovery_outcome,data_offloaded,offload_datetime_utc,log_filenames,recovery_comments
ASF-LOWER BB ISLAND 2-VR2-1618-2008,ASF,OTN-Global,ASF-LOWER BB ISLAND 2-VR2-1618-2008,OTN-GlobalASFASF-LOWER BB ISLAND 2-VR2-1618-2008ASF-LOWER BB ISLAND 2-VR2-1618-2008,46.98775,-65.55885,2008-10-08T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-MIDDLE ISLAND 1-VR2-1117-2008,ASF,OTN-Global,ASF-MIDDLE ISLAND 1-VR2-1117-2008,OTN-GlobalASFASF-MIDDLE ISLAND 1-VR2-1117-2008ASF-MIDDLE ISLAND 1-VR2-1117-2008,47.05512,-65.45772,2008-06-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-MIDDLE ISLAND 2-VR2-1127-2008,ASF,OTN-Global,ASF-MIDDLE ISLAND 2-VR2-1127-2008,OTN-GlobalASFASF-MIDDLE ISLAND 2-VR2-1127-2008ASF-MIDDLE ISLAND 2-VR2-1127-2008,47.05392,-65.45558,2008-10-08T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Middle Is.-VR2-5033-2011,ASF,OTN-Global,ASF-Middle Is.-VR2-5033-2011,OTN-GlobalASFASF-Middle Is.-VR2-5033-2011ASF-Middle Is.-VR2-5033-2011,47.05507,-65.45698,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Millerton 1 2008-VR2-1119-2008,ASF,OTN-Global,ASF-Millerton 1 2008-VR2-1119-2008,OTN-GlobalASFASF-Millerton 1 2008-VR2-1119-2008ASF-Millerton 1 2008-VR2-1119-2008,46.88238,-65.657,2008-10-08T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Millerton 2-VR2-1123-2008,ASF,OTN-Global,ASF-Millerton 2-VR2-1123-2008,OTN-GlobalASFASF-Millerton 2-VR2-1123-2008ASF-Millerton 2-VR2-1123-2008,46.88327,-65.65738,2008-10-08T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Millerton-VR2-5021-2011,ASF,OTN-Global,ASF-Millerton-VR2-5021-2011,OTN-GlobalASFASF-Millerton-VR2-5021-2011ASF-Millerton-VR2-5021-2011,46.87485,-65.6588,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-MILLSTREAM 1-VR2-1166-2008,ASF,OTN-Global,ASF-MILLSTREAM 1-VR2-1166-2008,OTN-GlobalASFASF-MILLSTREAM 1-VR2-1166-2008ASF-MILLSTREAM 1-VR2-1166-2008,46.9644,-65.70418,2008-10-07T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-MILLSTREAM 2/Whitneyville-VR2-1172-2008,ASF,OTN-Global,ASF-MILLSTREAM 2/Whitneyville-VR2-1172-2008,OTN-GlobalASFASF-MILLSTREAM 2/Whitneyville-VR2-1172-2008ASF-MILLSTREAM 2/Whitneyville-VR2-1172-2008,46.95857,-65.72855,2008-10-07T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-MILLSTREAM 3/Hackets Beach-VR2-1097-2008,ASF,OTN-Global,ASF-MILLSTREAM 3/Hackets Beach-VR2-1097-2008,OTN-GlobalASFASF-MILLSTREAM 3/Hackets Beach-VR2-1097-2008ASF-MILLSTREAM 3/Hackets Beach-VR2-1097-2008,46.95753,-65.6758,2008-10-07T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Millstream-VR2W-113169-2011,ASF,OTN-Global,ASF-Millstream-VR2W-113169-2011,OTN-GlobalASFASF-Millstream-VR2W-113169-2011ASF-Millstream-VR2W-113169-2011,46.96483,-65.70958,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-NEAR QUARRYVILLE HoT SW-VR2-1116-2008,ASF,OTN-Global,ASF-NEAR QUARRYVILLE HoT SW-VR2-1116-2008,OTN-GlobalASFASF-NEAR QUARRYVILLE HoT SW-VR2-1116-2008ASF-NEAR QUARRYVILLE HoT SW-VR2-1116-2008,46.8373,-65.74683,2008-10-08T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-NEAR REDBANK HoT NW-VR2-1135-2008,ASF,OTN-Global,ASF-NEAR REDBANK HoT NW-VR2-1135-2008,OTN-GlobalASFASF-NEAR REDBANK HoT NW-VR2-1135-2008ASF-NEAR REDBANK HoT NW-VR2-1135-2008,46.93787,-65.81687,2008-08-15T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Neguac 2-VR2-2584-2008,ASF,OTN-Global,ASF-Neguac 2-VR2-2584-2008,OTN-GlobalASFASF-Neguac 2-VR2-2584-2008ASF-Neguac 2-VR2-2584-2008,47.2069,-65.03788,2008-08-15T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Neguac 2-VR2W-104568-2011,ASF,OTN-Global,ASF-Neguac 2-VR2W-104568-2011,OTN-GlobalASFASF-Neguac 2-VR2W-104568-2011ASF-Neguac 2-VR2W-104568-2011,47.20625,-65.03813,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Neguac 3-VR2-2583-2008,ASF,OTN-Global,ASF-Neguac 3-VR2-2583-2008,OTN-GlobalASFASF-Neguac 3-VR2-2583-2008ASF-Neguac 3-VR2-2583-2008,47.20535,-65.0468,2008-08-15T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Neguac 3-VR2W-103121-2011,ASF,OTN-Global,ASF-Neguac 3-VR2W-103121-2011,OTN-GlobalASFASF-Neguac 3-VR2W-103121-2011ASF-Neguac 3-VR2W-103121-2011,47.20588,-65.04627,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Nelson-VR2W-113166-2011,ASF,OTN-Global,ASF-Nelson-VR2W-113166-2011,OTN-GlobalASFASF-Nelson-VR2W-113166-2011ASF-Nelson-VR2W-113166-2011,46.98775,-65.55915,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-NORDIN 1 Downstream of Newcastle-VR2-1105-2008,ASF,OTN-Global,ASF-NORDIN 1 Downstream of Newcastle-VR2-1105-2008,OTN-GlobalASFASF-NORDIN 1 Downstream of Newcastle-VR2-1105-2008ASF-NORDIN 1 Downstream of Newcastle-VR2-1105-2008,47.01553,-65.54365,2008-10-08T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-NORDIN 2 Downstream of Newcastle-VR2-1106-2008,ASF,OTN-Global,ASF-NORDIN 2 Downstream of Newcastle-VR2-1106-2008,OTN-GlobalASFASF-NORDIN 2 Downstream of Newcastle-VR2-1106-2008ASF-NORDIN 2 Downstream of Newcastle-VR2-1106-2008,47.01408,-65.54173,2008-10-08T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-NORTH SHORE OF BAY-VR2-1228-2008,ASF,OTN-Global,ASF-NORTH SHORE OF BAY-VR2-1228-2008,OTN-GlobalASFASF-NORTH SHORE OF BAY-VR2-1228-2008ASF-NORTH SHORE OF BAY-VR2-1228-2008,47.13668,-65.2214,2008-08-20T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-OFF OF TABUSINTAC-VR2-3357-2008,ASF,OTN-Global,ASF-OFF OF TABUSINTAC-VR2-3357-2008,OTN-GlobalASFASF-OFF OF TABUSINTAC-VR2-3357-2008ASF-OFF OF TABUSINTAC-VR2-3357-2008,47.29528,-64.92985,2008-08-20T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Outer Arc 10-2010-VR2-5025-2010,ASF,OTN-Global,ASF-Outer Arc 10-2010-VR2-5025-2010,OTN-GlobalASFASF-Outer Arc 10-2010-VR2-5025-2010ASF-Outer Arc 10-2010-VR2-5025-2010,50.28416,-64.36146,2010-08-01T00:40:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-OUTSIDE OF BAY DU VIN ISLAND-VR2-2582-2008,ASF,OTN-Global,ASF-OUTSIDE OF BAY DU VIN ISLAND-VR2-2582-2008,OTN-GlobalASFASF-OUTSIDE OF BAY DU VIN ISLAND-VR2-2582-2008ASF-OUTSIDE OF BAY DU VIN ISLAND-VR2-2582-2008,47.09957,-65.11107,2008-08-19T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Is 1-VR2W-109527-2011,ASF,OTN-Global,ASF-Portage Is 1-VR2W-109527-2011,OTN-GlobalASFASF-Portage Is 1-VR2W-109527-2011ASF-Portage Is 1-VR2W-109527-2011,47.14402,-65.09587,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Is 2-VR2W-104379-2011,ASF,OTN-Global,ASF-Portage Is 2-VR2W-104379-2011,OTN-GlobalASFASF-Portage Is 2-VR2W-104379-2011ASF-Portage Is 2-VR2W-104379-2011,47.14052,-65.04407,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Is 3-VR2-2599-2008,ASF,OTN-Global,ASF-Portage Is 3-VR2-2599-2008,OTN-GlobalASFASF-Portage Is 3-VR2-2599-2008ASF-Portage Is 3-VR2-2599-2008,47.14318,-65.0452,2008-08-19T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Is 3-VR2W-100701-2011,ASF,OTN-Global,ASF-Portage Is 3-VR2W-100701-2011,OTN-GlobalASFASF-Portage Is 3-VR2W-100701-2011ASF-Portage Is 3-VR2W-100701-2011,47.1431,-65.04515,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Is 4-VR2W-109394-2011,ASF,OTN-Global,ASF-Portage Is 4-VR2W-109394-2011,OTN-GlobalASFASF-Portage Is 4-VR2W-109394-2011ASF-Portage Is 4-VR2W-109394-2011,47.148,-65.0415,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Is 5-VR2W-106313-2011,ASF,OTN-Global,ASF-Portage Is 5-VR2W-106313-2011,OTN-GlobalASFASF-Portage Is 5-VR2W-106313-2011ASF-Portage Is 5-VR2W-106313-2011,47.1458,-65.04348,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Is 6 MB-VR2W-103120-2011,ASF,OTN-Global,ASF-Portage Is 6 MB-VR2W-103120-2011,OTN-GlobalASFASF-Portage Is 6 MB-VR2W-103120-2011ASF-Portage Is 6 MB-VR2W-103120-2011,47.14747,-65.0392,2011-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Is 6-VR2-2603-2008,ASF,OTN-Global,ASF-Portage Is 6-VR2-2603-2008,OTN-GlobalASFASF-Portage Is 6-VR2-2603-2008ASF-Portage Is 6-VR2-2603-2008,47.14135,-65.03925,2008-08-19T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Island 1-VR2-2596-2008,ASF,OTN-Global,ASF-Portage Island 1-VR2-2596-2008,OTN-GlobalASFASF-Portage Island 1-VR2-2596-2008ASF-Portage Island 1-VR2-2596-2008,47.13528,-65.04442,2008-08-19T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Island 2-VR2-2598-2008,ASF,OTN-Global,ASF-Portage Island 2-VR2-2598-2008,OTN-GlobalASFASF-Portage Island 2-VR2-2598-2008ASF-Portage Island 2-VR2-2598-2008,47.14045,-65.04412,2008-08-19T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage Island 4-VR2-2600-2008,ASF,OTN-Global,ASF-Portage Island 4-VR2-2600-2008,OTN-GlobalASFASF-Portage Island 4-VR2-2600-2008ASF-Portage Island 4-VR2-2600-2008,47.14808,-65.04172,2008-08-19T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Portage-VR2-3350-2008,ASF,OTN-Global,ASF-Portage-VR2-3350-2008,OTN-GlobalASFASF-Portage-VR2-3350-2008ASF-Portage-VR2-3350-2008,50.35415,-64.23278,2008-08-08T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Quarryville-VR2W-109522-2011,ASF,OTN-Global,ASF-Quarryville-VR2W-109522-2011,OTN-GlobalASFASF-Quarryville-VR2W-109522-2011ASF-Quarryville-VR2W-109522-2011,46.83865,-65.74458,2011-06-12T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Rest 3-VR2W-113161-2011,ASF,OTN-Global,ASF-Rest 3-VR2W-113161-2011,OTN-GlobalASFASF-Rest 3-VR2W-113161-2011ASF-Rest 3-VR2W-113161-2011,48.00312,-66.69635,2011-06-23T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Rest Long Is. N-VR2W-113164-2011,ASF,OTN-Global,ASF-Rest Long Is. N-VR2W-113164-2011,OTN-GlobalASFASF-Rest Long Is. N-VR2W-113164-2011ASF-Rest Long Is. N-VR2W-113164-2011,47.97307,-66.93804,2011-06-23T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Rest Long Is s-VR2W-113165-2011,ASF,OTN-Global,ASF-Rest Long Is s-VR2W-113165-2011,OTN-GlobalASFASF-Rest Long Is s-VR2W-113165-2011ASF-Rest Long Is s-VR2W-113165-2011,47.97307,-66.93804,2011-06-23T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Rest RR bridge-VR2W-113168-2011,ASF,OTN-Global,ASF-Rest RR bridge-VR2W-113168-2011,OTN-GlobalASFASF-Rest RR bridge-VR2W-113168-2011ASF-Rest RR bridge-VR2W-113168-2011,47.97307,-66.93804,2011-06-23T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Sheldrake Island 1-VR2-1128-2008,ASF,OTN-Global,ASF-Sheldrake Island 1-VR2-1128-2008,OTN-GlobalASFASF-Sheldrake Island 1-VR2-1128-2008ASF-Sheldrake Island 1-VR2-1128-2008,47.08742,-65.33128,2008-08-16T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Sheldrake Island 2-VR2-1130-2008,ASF,OTN-Global,ASF-Sheldrake Island 2-VR2-1130-2008,OTN-GlobalASFASF-Sheldrake Island 2-VR2-1130-2008ASF-Sheldrake Island 2-VR2-1130-2008,47.08062,-65.33072,2008-10-08T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-UPM-VR2-1562-2008,ASF,OTN-Global,ASF-UPM-VR2-1562-2008,OTN-GlobalASFASF-UPM-VR2-1562-2008ASF-UPM-VR2-1562-2008,46.96723,-65.58867,2008-10-07T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-UPPER BB ISLAND-VR2-1565-2008,ASF,OTN-Global,ASF-UPPER BB ISLAND-VR2-1565-2008,OTN-GlobalASFASF-UPPER BB ISLAND-VR2-1565-2008ASF-UPPER BB ISLAND-VR2-1565-2008,46.96002,-65.58425,2008-10-07T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CHB 6-VR2-4293-2008,ASF,OTN-Global,ASF-CHB 6-VR2-4293-2008,OTN-GlobalASFASF-CHB 6-VR2-4293-2008ASF-CHB 6-VR2-4293-2008,47.84255,-65.2338,2008-07-18T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Boiestown 2-VR2-1129-2006,ASF,OTN-Global,ASF-Boiestown 2-VR2-1129-2006,OTN-GlobalASFASF-Boiestown 2-VR2-1129-2006ASF-Boiestown 2-VR2-1129-2006,46.46952,-66.40315,2006-08-15T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB14-VR2W-103122-2009,ASF,OTN-Global,ASF-CB14-VR2W-103122-2009,OTN-GlobalASFASF-CB14-VR2W-103122-2009ASF-CB14-VR2W-103122-2009,47.89332,-65.28033,2009-07-15T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB18-VR2W-103124-2009,ASF,OTN-Global,ASF-CB18-VR2W-103124-2009,OTN-GlobalASFASF-CB18-VR2W-103124-2009ASF-CB18-VR2W-103124-2009,47.92367,-65.3091,2009-07-15T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB19-VR2W-103125-2010,ASF,OTN-Global,ASF-CB19-VR2W-103125-2010,OTN-GlobalASFASF-CB19-VR2W-103125-2010ASF-CB19-VR2W-103125-2010,47.9302,-65.31177,2010-06-27T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB27-VR2-5013-2009,ASF,OTN-Global,ASF-CB27-VR2-5013-2009,OTN-GlobalASFASF-CB27-VR2-5013-2009ASF-CB27-VR2-5013-2009,47.98288,-65.36173,2009-07-15T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB28-VR2W-103119-2010,ASF,OTN-Global,ASF-CB28-VR2W-103119-2010,OTN-GlobalASFASF-CB28-VR2W-103119-2010ASF-CB28-VR2W-103119-2010,47.99062,-65.36922,2010-06-27T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB7-VR2-4303-2010,ASF,OTN-Global,ASF-CB7-VR2-4303-2010,OTN-GlobalASFASF-CB7-VR2-4303-2010ASF-CB7-VR2-4303-2010,47.84785,-65.23913,2010-06-27T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB8-VR2-1177-2010,ASF,OTN-Global,ASF-CB8-VR2-1177-2010,OTN-GlobalASFASF-CB8-VR2-1177-2010ASF-CB8-VR2-1177-2010,47.85323,-65.24378,2010-06-27T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB8-VR2-4304-2009,ASF,OTN-Global,ASF-CB8-VR2-4304-2009,OTN-GlobalASFASF-CB8-VR2-4304-2009ASF-CB8-VR2-4304-2009,47.85323,-65.24378,2009-07-15T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB9-VR2-4313-2010,ASF,OTN-Global,ASF-CB9-VR2-4313-2010,OTN-GlobalASFASF-CB9-VR2-4313-2010ASF-CB9-VR2-4313-2010,47.85897,-65.24855,2010-06-27T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Chaleur Bay 12-VR2-5020-2005,ASF,OTN-Global,ASF-Chaleur Bay 12-VR2-5020-2005,OTN-GlobalASFASF-Chaleur Bay 12-VR2-5020-2005ASF-Chaleur Bay 12-VR2-5020-2005,47.89292,-65.27652,2005-07-16T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Chaleur Bay 13-VR2-5021-2005,ASF,OTN-Global,ASF-Chaleur Bay 13-VR2-5021-2005,OTN-GlobalASFASF-Chaleur Bay 13-VR2-5021-2005ASF-Chaleur Bay 13-VR2-5021-2005,47.90697,-65.29155,2005-07-16T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Chaleur Bay 18-VR2-5026-2005,ASF,OTN-Global,ASF-Chaleur Bay 18-VR2-5026-2005,OTN-GlobalASFASF-Chaleur Bay 18-VR2-5026-2005ASF-Chaleur Bay 18-VR2-5026-2005,47.93515,-65.32567,2005-07-16T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CHBAY-8-VR2-4299-2007,ASF,OTN-Global,ASF-CHBAY-8-VR2-4299-2007,OTN-GlobalASFASF-CHBAY-8-VR2-4299-2007ASF-CHBAY-8-VR2-4299-2007,47.87113,-65.25053,2007-08-10T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-East end of Beaubear Island-Chatham Side-VR2-1179-2006,ASF,OTN-Global,ASF-East end of Beaubear Island-Chatham Side-VR2-1179-2006,OTN-GlobalASFASF-East end of Beaubear Island-Chatham Side-VR2-1179-2006ASF-East end of Beaubear Island-Chatham Side-VR2-1179-2006,46.9866,-65.55657,2006-07-21T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Florence Pool-Runnymede-VR2-3336-2006,ASF,OTN-Global,ASF-Florence Pool-Runnymede-VR2-3336-2006,OTN-GlobalASFASF-Florence Pool-Runnymede-VR2-3336-2006ASF-Florence Pool-Runnymede-VR2-3336-2006,47.90573,-66.94517,2007-03-01T04:00:00Z,LOST_AND_FOUND,N,NULL,NULL,Deployment/Recovery Notes: WPT 225; found spring 2007
ASF-Florence Pool-Runnymede-VR2-3348-2005,ASF,OTN-Global,ASF-Florence Pool-Runnymede-VR2-3348-2005,OTN-GlobalASFASF-Florence Pool-Runnymede-VR2-3348-2005ASF-Florence Pool-Runnymede-VR2-3348-2005,47.90574,-66.94517,2005-11-01T04:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Head of Tide 3-VR2-2586-2006,ASF,OTN-Global,ASF-Head of Tide 3-VR2-2586-2006,OTN-GlobalASFASF-Head of Tide 3-VR2-2586-2006ASF-Head of Tide 3-VR2-2586-2006,48.00563,-66.69998,2006-06-29T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Head of Tide 4-VR2-2588-2006,ASF,OTN-Global,ASF-Head of Tide 4-VR2-2588-2006,OTN-GlobalASFASF-Head of Tide 4-VR2-2588-2006ASF-Head of Tide 4-VR2-2588-2006,48.00802,-66.69458,2007-03-01T04:00:00Z,LOST_AND_FOUND,N,NULL,NULL,Deployment/Recovery Notes: COULDN'T FIND JUNE 29; found in spring 2007
ASF-Head of Tide 5-VR2-2589-2006,ASF,OTN-Global,ASF-Head of Tide 5-VR2-2589-2006,OTN-GlobalASFASF-Head of Tide 5-VR2-2589-2006ASF-Head of Tide 5-VR2-2589-2006,48.00572,-66.69467,2006-06-29T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Huckleberry Gully 1-VR2-2606-2010,ASF,OTN-Global,ASF-Huckleberry Gully 1-VR2-2606-2010,OTN-GlobalASFASF-Huckleberry Gully 1-VR2-2606-2010ASF-Huckleberry Gully 1-VR2-2606-2010,47.07718,-64.95342,2010-06-22T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Junction Pool-VR2-3355-2005,ASF,OTN-Global,ASF-Junction Pool-VR2-3355-2005,OTN-GlobalASFASF-Junction Pool-VR2-3355-2005ASF-Junction Pool-VR2-3355-2005,47.66751,-67.48298,2005-11-01T04:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Old Salmon River (below 30 mile camp by castor lodge)-VR2W-109402-2010,ASF,OTN-Global,ASF-Old Salmon River (below 30 mile camp by castor lodge)-VR2W-109402-2010,OTN-GlobalASFASF-Old Salmon River (below 30 mile camp by castor lodge)-VR2W-109402-2010ASF-Old Salmon River (below 30 mile camp by castor lodge)-VR2W-109402-2010,50.5285,-64.12278,2011-08-14T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Portage Is 1-VR2-2596-2010,ASF,OTN-Global,ASF-Portage Is 1-VR2-2596-2010,OTN-GlobalASFASF-Portage Is 1-VR2-2596-2010ASF-Portage Is 1-VR2-2596-2010,47.14402,-65.09587,2010-06-22T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-RUNNYMEDE-VR2-2608-2006,ASF,OTN-Global,ASF-RUNNYMEDE-VR2-2608-2006,OTN-GlobalASFASF-RUNNYMEDE-VR2-2608-2006ASF-RUNNYMEDE-VR2-2608-2006,47.91087,-66.957,2006-08-01T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-Meo-VR2-3610-2007,ASF,OTN-Global,ASF-Meo-VR2-3610-2007,OTN-GlobalASFASF-Meo-VR2-3610-2007ASF-Meo-VR2-3610-2007,50.46472,-64.15328,2007-07-30T22:56:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB10-VR2W-109395-2012,ASF,OTN-Global,ASF-CB10-VR2W-109395-2012,OTN-GlobalASFASF-CB10-VR2W-109395-2012ASF-CB10-VR2W-109395-2012,47.87499,-65.26294,2012-06-17T21:07:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB11-VR2W-120035-2012,ASF,OTN-Global,ASF-CB11-VR2W-120035-2012,OTN-GlobalASFASF-CB11-VR2W-120035-2012ASF-CB11-VR2W-120035-2012,47.88125,-65.26898,2012-06-17T21:14:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB12-VR2W-120012-2012,ASF,OTN-Global,ASF-CB12-VR2W-120012-2012,OTN-GlobalASFASF-CB12-VR2W-120012-2012ASF-CB12-VR2W-120012-2012,47.88778,-65.27483,2012-06-17T21:19:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB13-VR2W-105853-2012,ASF,OTN-Global,ASF-CB13-VR2W-105853-2012,OTN-GlobalASFASF-CB13-VR2W-105853-2012ASF-CB13-VR2W-105853-2012,47.89413,-65.28072,2012-06-17T21:24:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB14-VR2W-120013-2012,ASF,OTN-Global,ASF-CB14-VR2W-120013-2012,OTN-GlobalASFASF-CB14-VR2W-120013-2012ASF-CB14-VR2W-120013-2012,47.90068,-65.2867,2012-06-17T21:30:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB15-VR2W-120015-2012,ASF,OTN-Global,ASF-CB15-VR2W-120015-2012,OTN-GlobalASFASF-CB15-VR2W-120015-2012ASF-CB15-VR2W-120015-2012,47.90709,-65.29259,2012-06-17T21:37:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB16-VR2W-119975-2012,ASF,OTN-Global,ASF-CB16-VR2W-119975-2012,OTN-GlobalASFASF-CB16-VR2W-119975-2012ASF-CB16-VR2W-119975-2012,47.91337,-65.2984,2012-06-17T21:48:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB17-VR2W-120029-2012,ASF,OTN-Global,ASF-CB17-VR2W-120029-2012,OTN-GlobalASFASF-CB17-VR2W-120029-2012ASF-CB17-VR2W-120029-2012,47.91993,-65.30399,2012-06-17T22:01:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB18-VR2W-119978-2012,ASF,OTN-Global,ASF-CB18-VR2W-119978-2012,OTN-GlobalASFASF-CB18-VR2W-119978-2012ASF-CB18-VR2W-119978-2012,47.92635,-65.31011,2012-06-17T22:10:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB19-VR2W-120024-2012,ASF,OTN-Global,ASF-CB19-VR2W-120024-2012,OTN-GlobalASFASF-CB19-VR2W-120024-2012ASF-CB19-VR2W-120024-2012,47.93274,-65.316,2012-06-17T22:17:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB1-VR2W-109519-2012,ASF,OTN-Global,ASF-CB1-VR2W-109519-2012,OTN-GlobalASFASF-CB1-VR2W-109519-2012ASF-CB1-VR2W-109519-2012,47.81719,-65.2099,2012-06-17T20:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB20-VR2W-120025-2012,ASF,OTN-Global,ASF-CB20-VR2W-120025-2012,OTN-GlobalASFASF-CB20-VR2W-120025-2012ASF-CB20-VR2W-120025-2012,47.93926,-65.32194,2012-06-17T22:23:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB22-VR2W-120031-2012,ASF,OTN-Global,ASF-CB22-VR2W-120031-2012,OTN-GlobalASFASF-CB22-VR2W-120031-2012ASF-CB22-VR2W-120031-2012,47.95208,-65.33383,2012-06-17T23:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB23-VR2W-103140-2012,ASF,OTN-Global,ASF-CB23-VR2W-103140-2012,OTN-GlobalASFASF-CB23-VR2W-103140-2012ASF-CB23-VR2W-103140-2012,47.95859,-65.33974,2012-06-17T23:05:00Z,RECOVERD,N,NULL,NULL,NULL
